route_state,stable_tag_id,stable_count,route_action,handled_turn_tags,tag_corr_active,tag_corr_sent,tag_corr_raw_deg,tag_corr_cmd_deg,camera_x_offset_cm,agv_center_deviation_cm,tag_in_gate,tag_gate_dx_px,tag_gate_dy_px,tag_k_lat_deg_per_cm,tag_k_yaw,pending_turn_tag_id,pending_turn_command,time_s,frame_index,tag_detected,tag_count,tag_id,lateral_offset_cm,lateral_offset_px,lateral_offset_norm,yaw_error_deg,raw_yaw_image_deg,center_x_px,center_y_px,tag_width_px,mega_time_s,mega_age_s,motion_state,last_command,mega_event,mega_heading_error_deg,mega_control_error_deg,mega_correction_rpm,mega_left_rpm,mega_right_rpm,mega_last_line
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.433,19.947,1.000,0.250,,,44.546,638,1,1,0,-0.023,-2.433,-0.00760,0.270,0.270,317.567,259.947,210.655,0.001,44.545,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.449,19.935,1.000,0.250,,,44.614,639,1,1,0,-0.023,-2.449,-0.00765,0.270,0.270,317.551,259.935,210.659,0.001,44.613,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.453,19.953,1.000,0.250,,,44.683,640,1,1,0,-0.023,-2.453,-0.00767,0.275,0.275,317.547,259.953,210.648,0.001,44.682,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.448,19.953,1.000,0.250,,,44.882,643,1,1,0,-0.023,-2.448,-0.00765,0.273,0.273,317.552,259.953,210.648,0.001,44.882,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.458,19.938,1.000,0.250,,,44.950,644,1,1,0,-0.023,-2.458,-0.00768,0.272,0.272,317.542,259.938,210.652,0.001,44.950,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.439,19.939,1.000,0.250,,,45.018,645,1,1,0,-0.023,-2.439,-0.00762,0.266,0.266,317.561,259.939,210.651,0.001,45.018,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,4,,,0,0,,,1.500,1.477,1,-2.438,19.934,1.000,0.250,,,45.082,646,1,1,0,-0.023,-2.438,-0.00762,0.265,0.265,317.562,259.934,210.653,0.001,45.082,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,5,,,0,0,,,1.500,1.477,1,-2.460,19.933,1.000,0.250,,,45.122,647,1,1,0,-0.023,-2.460,-0.00769,0.276,0.276,317.540,259.933,210.659,0.001,45.121,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,6,,,0,0,,,1.500,1.477,1,-2.436,19.936,1.000,0.250,,,45.186,648,1,1,0,-0.023,-2.436,-0.00761,0.267,0.267,317.564,259.936,210.657,0.001,45.185,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,7,,,0,0,,,1.500,1.477,1,-2.436,19.964,1.000,0.250,,,45.250,649,1,1,0,-0.023,-2.436,-0.00761,0.264,0.264,317.564,259.964,210.652,0.001,45.249,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.447,19.950,1.000,0.250,,,45.386,651,1,1,0,-0.023,-2.447,-0.00765,0.269,0.269,317.553,259.950,210.654,0.001,45.386,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.441,19.940,1.000,0.250,,,45.523,653,1,1,0,-0.023,-2.441,-0.00763,0.262,0.262,317.559,259.940,210.654,0.001,45.522,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.452,19.951,1.000,0.250,,,45.586,654,1,1,0,-0.023,-2.452,-0.00766,0.277,0.277,317.548,259.951,210.647,0.001,45.585,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.439,19.930,1.000,0.250,,,45.654,655,1,1,0,-0.023,-2.439,-0.00762,0.266,0.266,317.561,259.930,210.656,0.001,45.654,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,4,,,0,0,,,1.500,1.477,1,-2.459,19.953,1.000,0.250,,,45.722,656,1,1,0,-0.023,-2.459,-0.00768,0.273,0.273,317.541,259.953,210.659,0.001,45.722,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,5,,,0,0,,,1.500,1.477,1,-2.452,19.921,1.000,0.250,,,45.790,657,1,1,0,-0.023,-2.452,-0.00766,0.271,0.271,317.548,259.921,210.664,0.001,45.790,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,6,,,0,0,,,1.500,1.477,1,-2.449,19.933,1.000,0.250,,,45.858,658,1,1,0,-0.023,-2.449,-0.00765,0.267,0.267,317.551,259.933,210.676,0.001,45.858,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,7,,,0,0,,,1.500,1.477,1,-2.440,19.935,1.000,0.250,,,45.922,659,1,1,0,-0.023,-2.440,-0.00763,0.269,0.269,317.560,259.935,210.654,0.001,45.922,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,8,,,0,0,,,1.500,1.477,1,-2.443,19.919,1.000,0.250,,,45.991,660,1,1,0,-0.023,-2.443,-0.00763,0.269,0.269,317.557,259.919,210.656,0.001,45.990,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.447,19.937,1.000,0.250,,,46.127,662,1,1,0,-0.023,-2.447,-0.00765,0.266,0.266,317.553,259.937,210.651,0.001,46.126,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.443,19.945,1.000,0.250,,,46.259,664,1,1,0,-0.023,-2.443,-0.00763,0.267,0.267,317.557,259.945,210.662,0.001,46.258,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.438,19.931,1.000,0.250,,,46.326,665,1,1,0,-0.023,-2.438,-0.00762,0.265,0.265,317.562,259.931,210.652,0.001,46.326,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.442,19.936,1.000,0.250,,,46.462,667,1,1,0,-0.023,-2.442,-0.00763,0.269,0.269,317.558,259.936,210.655,0.001,46.461,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.443,19.929,1.000,0.250,,,46.595,669,1,1,0,-0.023,-2.443,-0.00763,0.269,0.269,317.557,259.929,210.664,0.001,46.594,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.443,19.909,1.000,0.250,,,46.662,670,1,1,0,-0.023,-2.443,-0.00764,0.268,0.268,317.557,259.909,210.671,0.001,46.661,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.453,19.927,1.000,0.250,,,46.731,671,1,1,0,-0.023,-2.453,-0.00766,0.272,0.272,317.547,259.927,210.655,0.001,46.730,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,4,,,0,0,,,1.500,1.477,1,-2.446,19.921,1.000,0.250,,,46.795,672,1,1,0,-0.023,-2.446,-0.00764,0.269,0.269,317.554,259.921,210.647,0.001,46.794,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,5,,,0,0,,,1.500,1.477,1,-2.429,19.946,1.000,0.250,,,46.832,673,1,1,0,-0.023,-2.429,-0.00759,0.263,0.263,317.571,259.946,210.650,0.001,46.831,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,6,,,0,0,,,1.500,1.477,1,-2.432,19.931,1.000,0.250,,,46.898,674,1,1,0,-0.023,-2.432,-0.00760,0.260,0.260,317.568,259.931,210.651,0.001,46.898,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,7,,,0,0,,,1.500,1.477,1,-2.426,19.916,1.000,0.250,,,46.963,675,1,1,0,-0.023,-2.426,-0.00758,0.257,0.257,317.574,259.916,210.658,0.001,46.962,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,8,,,0,0,,,1.500,1.477,1,-2.435,19.917,1.000,0.250,,,47.031,676,1,1,0,-0.023,-2.435,-0.00761,0.264,0.264,317.565,259.917,210.653,0.001,47.030,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.447,19.935,1.000,0.250,,,47.166,678,1,1,0,-0.023,-2.447,-0.00765,0.264,0.264,317.553,259.935,210.667,0.001,47.166,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.441,19.924,1.000,0.250,,,47.299,680,1,1,0,-0.023,-2.441,-0.00763,0.266,0.266,317.559,259.924,210.662,0.001,47.298,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.430,19.922,1.000,0.250,,,47.367,681,1,1,0,-0.023,-2.430,-0.00759,0.261,0.261,317.570,259.922,210.656,0.001,47.366,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.444,19.918,1.000,0.250,,,47.503,683,1,1,0,-0.023,-2.444,-0.00764,0.263,0.263,317.556,259.918,210.655,0.001,47.502,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.439,19.911,1.000,0.250,,,47.571,684,1,1,0,-0.023,-2.439,-0.00762,0.265,0.265,317.561,259.911,210.661,0.001,47.570,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.453,19.937,1.000,0.250,,,47.635,685,1,1,0,-0.023,-2.453,-0.00767,0.272,0.272,317.547,259.937,210.657,0.001,47.634,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,4,,,0,0,,,1.500,1.477,1,-2.434,19.913,1.000,0.250,,,47.703,686,1,1,0,-0.023,-2.434,-0.00761,0.262,0.262,317.566,259.913,210.660,0.001,47.702,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,5,,,0,0,,,1.500,1.477,1,-2.457,19.921,1.000,0.250,,,47.771,687,1,1,0,-0.023,-2.457,-0.00768,0.273,0.273,317.543,259.921,210.658,0.001,47.770,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,6,,,0,0,,,1.500,1.477,1,-2.442,19.914,1.000,0.250,,,47.839,688,1,1,0,-0.023,-2.442,-0.00763,0.270,0.270,317.558,259.914,210.652,0.001,47.838,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,7,,,0,0,,,1.500,1.477,1,-2.437,19.919,1.000,0.250,,,47.903,689,1,1,0,-0.023,-2.437,-0.00761,0.263,0.263,317.563,259.919,210.652,0.001,47.902,STOPPED,,EVT:READY,,,,,,EVT:READY
MOVING,,0,manual_start_forward,,0,0,,,1.500,1.477,1,-2.438,19.907,1.000,0.250,,,47.970,690,1,1,0,-0.023,-2.438,-0.00762,0.259,0.259,317.562,259.907,210.661,0.001,47.969,STOPPED,,EVT:READY,,,,,,EVT:READY
MOVING,0,1,tag_0_corr,,1,1,1.536,1.536,1.500,1.476,1,-2.545,19.221,1.000,0.250,,,48.039,691,1,1,0,-0.024,-2.545,-0.00795,0.239,0.239,317.455,259.221,210.611,47.986,0.053,MOVING,FWD_CM:300.000,ACK:FWD_CM,,,,,,ACK:FWD_CM
MOVING,0,2,,,1,0,1.590,1.590,1.500,1.475,1,-2.683,19.634,1.000,0.250,,,48.108,692,1,1,0,-0.025,-2.683,-0.00838,0.461,0.461,317.317,259.634,210.528,47.986,0.122,MOVING,TAG_CORR:1.54,ACK:FWD_CM,,,,,,ACK:FWD_CM
MOVING,0,1,tag_0_corr,,1,1,1.699,1.699,1.500,1.468,1,-3.349,62.805,1.000,0.250,,,48.239,694,1,1,0,-0.032,-3.349,-0.01047,0.923,0.923,316.651,302.805,211.745,48.196,0.043,MOVING,TAG_CORR:1.54,ACK:FWD_CM,0.260,-1.330,1.330,4.290,6.940,"TEL:H=0.26,E=-1.33,C=1.33,L=4.29,R=6.94,S=120,TS=81618,T=1.54,TA=1,TGT=0.00,MODE=FWD"
MOVING,,0,tag_corr_clear,,0,1,,,1.500,,0,,,1.000,0.250,,,48.543,699,0,0,,,,,,,,,,48.396,0.147,MOVING,TAG_CORR:1.70,ACK:FWD_CM,0.780,-0.940,0.940,8.740,10.610,"TEL:H=0.78,E=-0.94,C=0.94,L=8.74,R=10.61,S=365,TS=81618,T=1.70,TA=1,TGT=0.00,MODE=FWD"
MOVING,1,1,tag_1_corr,,1,1,0.524,0.524,1.500,0.501,1,-105.245,-41.799,1.000,0.250,,,55.390,803,1,1,1,-0.999,-105.245,-0.32889,0.091,0.091,214.755,198.201,210.680,55.249,0.141,MOVING,TAG_CORR:0.00,ACK:FWD_CM,0.440,0.000,0.000,20.000,20.000,"TEL:H=0.44,E=0.00,C=0.00,L=20.00,R=20.00,S=20053,TS=81618,T=0.00,TA=0,TGT=0.00,MODE=FWD"
MOVING,1,2,,,1,0,0.615,0.615,1.500,0.482,1,-108.608,45.167,1.000,0.250,,,55.458,804,1,1,1,-1.018,-108.608,-0.33940,0.531,0.531,211.392,285.167,213.464,55.451,0.008,MOVING,TAG_CORR:0.52,ACK:FWD_CM,0.450,0.000,0.000,20.000,20.000,"TEL:H=0.45,E=0.00,C=0.00,L=20.00,R=20.00,S=20641,TS=81618,T=0.52,TA=1,TGT=0.00,MODE=FWD"
MOVING,,0,tag_corr_clear,,0,1,,,1.500,,0,,,1.000,0.250,,,55.727,808,0,0,,,,,,,,,,55.653,0.073,MOVING,TAG_CORR:0.52,ACK:FWD_CM,0.460,0.000,0.000,20.000,20.000,"TEL:H=0.46,E=0.00,C=0.00,L=20.00,R=20.00,S=21232,TS=81618,T=0.52,TA=1,TGT=0.00,MODE=FWD"
MOVING,2,1,,,0,0,,,1.500,-0.346,0,-189.757,-81.780,1.000,0.250,,,62.370,909,1,1,2,-1.846,-189.757,-0.59299,-1.112,-1.112,130.243,158.220,205.597,62.303,0.067,MOVING,TAG_CORR:0.00,ACK:FWD_CM,0.480,0.000,0.000,20.000,20.000,"TEL:H=0.48,E=0.00,C=0.00,L=20.00,R=20.00,S=40682,TS=81618,T=0.00,TA=0,TGT=0.00,MODE=FWD"
MOVING,2,2,,,0,0,,,1.500,-0.370,0,-194.382,8.633,1.000,0.250,,,62.439,910,1,1,2,-1.870,-194.382,-0.60744,-0.821,-0.821,125.618,248.633,207.919,62.303,0.135,MOVING,TAG_CORR:0.00,ACK:FWD_CM,0.480,0.000,0.000,20.000,20.000,"TEL:H=0.48,E=0.00,C=0.00,L=20.00,R=20.00,S=40682,TS=81618,T=0.00,TA=0,TGT=0.00,MODE=FWD"
MOVING,2,3,,,0,0,,,1.500,-0.386,0,-198.417,90.517,1.000,0.250,,,62.506,911,1,1,2,-1.886,-198.417,-0.62005,-0.488,-0.488,121.583,330.517,210.397,62.504,0.002,MOVING,TAG_CORR:0.00,ACK:FWD_CM,0.440,0.000,0.000,20.000,20.000,"TEL:H=0.44,E=0.00,C=0.00,L=20.00,R=20.00,S=41270,TS=81618,T=0.00,TA=0,TGT=0.00,MODE=FWD"
MOVING,,0,manual_quit_stop,,0,0,,,1.500,,0,,,1.000,0.250,,,70.866,1038,0,0,,,,,,,,,,70.768,0.098,MOVING,TAG_CORR:0.00,ACK:FWD_CM,0.490,0.000,0.000,20.000,20.000,"TEL:H=0.49,E=0.00,C=0.00,L=20.00,R=20.00,S=65432,TS=81618,T=0.00,TA=0,TGT=0.00,MODE=FWD"
