route_state,stable_tag_id,stable_count,route_action,handled_turn_tags,tag_corr_active,tag_corr_sent,tag_corr_raw_deg,tag_corr_cmd_deg,camera_x_offset_cm,agv_center_deviation_cm,tag_in_gate,tag_gate_dx_px,tag_gate_dy_px,tag_k_lat_deg_per_cm,tag_k_yaw,pending_turn_tag_id,pending_turn_command,time_s,frame_index,tag_detected,tag_count,tag_id,lateral_offset_cm,lateral_offset_px,lateral_offset_norm,yaw_error_deg,raw_yaw_image_deg,center_x_px,center_y_px,tag_width_px,mega_time_s,mega_age_s,motion_state,last_command,mega_event,mega_heading_error_deg,mega_control_error_deg,mega_correction_rpm,mega_left_rpm,mega_right_rpm,mega_last_line
IDLE,0,5,,,0,0,,,1.500,1.477,1,-2.463,20.002,1.000,0.250,,,35.786,505,1,1,0,-0.023,-2.463,-0.00770,0.284,0.284,317.537,260.002,210.652,0.001,35.785,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,6,,,0,0,,,1.500,1.476,1,-2.486,20.016,1.000,0.250,,,35.854,506,1,1,0,-0.024,-2.486,-0.00777,0.297,0.297,317.514,260.016,210.654,0.001,35.853,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,7,,,0,0,,,1.500,1.477,1,-2.460,19.999,1.000,0.250,,,35.918,507,1,1,0,-0.023,-2.460,-0.00769,0.283,0.283,317.540,259.999,210.653,0.001,35.917,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,8,,,0,0,,,1.500,1.476,1,-2.476,20.017,1.000,0.250,,,35.986,508,1,1,0,-0.024,-2.476,-0.00774,0.288,0.288,317.524,260.017,210.653,0.001,35.986,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,9,,,0,0,,,1.500,1.477,1,-2.458,20.022,1.000,0.250,,,36.054,509,1,1,0,-0.023,-2.458,-0.00768,0.287,0.287,317.542,260.022,210.660,0.001,36.053,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,10,,,0,0,,,1.500,1.476,1,-2.476,20.031,1.000,0.250,,,36.122,510,1,1,0,-0.024,-2.476,-0.00774,0.294,0.294,317.524,260.031,210.661,0.001,36.121,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,11,,,0,0,,,1.500,1.476,1,-2.476,20.048,1.000,0.250,,,36.190,511,1,1,0,-0.024,-2.476,-0.00774,0.292,0.292,317.524,260.048,210.654,0.001,36.189,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.453,20.022,1.000,0.250,,,36.322,513,1,1,0,-0.023,-2.453,-0.00767,0.281,0.281,317.547,260.022,210.654,0.001,36.321,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.467,20.017,1.000,0.250,,,36.458,515,1,1,0,-0.023,-2.467,-0.00771,0.281,0.281,317.533,260.017,210.661,0.001,36.457,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.458,19.989,1.000,0.250,,,36.522,516,1,1,0,-0.023,-2.458,-0.00768,0.279,0.279,317.542,259.989,210.653,0.001,36.521,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.469,20.015,1.000,0.250,,,36.558,517,1,1,0,-0.023,-2.469,-0.00772,0.281,0.281,317.531,260.015,210.651,0.001,36.557,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,4,,,0,0,,,1.500,1.477,1,-2.471,20.009,1.000,0.250,,,36.626,518,1,1,0,-0.023,-2.471,-0.00772,0.285,0.285,317.529,260.009,210.655,0.001,36.625,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,5,,,0,0,,,1.500,1.477,1,-2.471,19.989,1.000,0.250,,,36.690,519,1,1,0,-0.023,-2.471,-0.00772,0.282,0.282,317.529,259.989,210.666,0.001,36.689,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,6,,,0,0,,,1.500,1.477,1,-2.468,19.982,1.000,0.250,,,36.758,520,1,1,0,-0.023,-2.468,-0.00771,0.285,0.285,317.532,259.982,210.659,0.001,36.757,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,7,,,0,0,,,1.500,1.477,1,-2.459,20.000,1.000,0.250,,,36.826,521,1,1,0,-0.023,-2.459,-0.00769,0.280,0.280,317.541,260.000,210.649,0.001,36.825,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,8,,,0,0,,,1.500,1.476,1,-2.476,20.005,1.000,0.250,,,36.894,522,1,1,0,-0.024,-2.476,-0.00774,0.284,0.284,317.524,260.005,210.661,0.001,36.893,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,9,,,0,0,,,1.500,1.477,1,-2.466,19.986,1.000,0.250,,,36.962,523,1,1,0,-0.023,-2.466,-0.00771,0.280,0.280,317.534,259.986,210.664,0.001,36.961,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,10,,,0,0,,,1.500,1.477,1,-2.466,20.004,1.000,0.250,,,37.026,524,1,1,0,-0.023,-2.466,-0.00771,0.283,0.283,317.534,260.004,210.652,0.001,37.025,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.464,19.998,1.000,0.250,,,37.162,526,1,1,0,-0.023,-2.464,-0.00770,0.285,0.285,317.536,259.998,210.641,0.001,37.161,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.471,20.002,1.000,0.250,,,37.230,527,1,1,0,-0.023,-2.471,-0.00772,0.284,0.284,317.529,260.002,210.659,0.001,37.229,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.460,19.996,1.000,0.250,,,37.298,528,1,1,0,-0.023,-2.460,-0.00769,0.275,0.275,317.540,259.996,210.646,0.001,37.297,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.459,20.010,1.000,0.250,,,37.430,530,1,1,0,-0.023,-2.459,-0.00768,0.280,0.280,317.541,260.010,210.652,0.001,37.429,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.451,20.002,1.000,0.250,,,37.498,531,1,1,0,-0.023,-2.451,-0.00766,0.271,0.271,317.549,260.002,210.649,0.001,37.497,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.455,19.995,1.000,0.250,,,37.630,533,1,1,0,-0.023,-2.455,-0.00767,0.281,0.281,317.545,259.995,210.645,0.001,37.629,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.472,20.006,1.000,0.250,,,37.698,534,1,1,0,-0.023,-2.472,-0.00772,0.286,0.286,317.528,260.006,210.651,0.001,37.697,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.448,20.011,1.000,0.250,,,37.766,535,1,1,0,-0.023,-2.448,-0.00765,0.275,0.275,317.552,260.011,210.656,0.001,37.765,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,4,,,0,0,,,1.500,1.477,1,-2.461,19.988,1.000,0.250,,,37.834,536,1,1,0,-0.023,-2.461,-0.00769,0.279,0.279,317.539,259.988,210.655,0.001,37.833,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,5,,,0,0,,,1.500,1.477,1,-2.451,19.995,1.000,0.250,,,37.902,537,1,1,0,-0.023,-2.451,-0.00766,0.277,0.277,317.549,259.995,210.655,0.001,37.902,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,6,,,0,0,,,1.500,1.477,1,-2.459,19.970,1.000,0.250,,,37.966,538,1,1,0,-0.023,-2.459,-0.00769,0.278,0.278,317.541,259.970,210.657,0.001,37.965,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,7,,,0,0,,,1.500,1.477,1,-2.434,19.958,1.000,0.250,,,38.034,539,1,1,0,-0.023,-2.434,-0.00760,0.268,0.268,317.566,259.958,210.652,0.001,38.033,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,8,,,0,0,,,1.500,1.477,1,-2.454,20.007,1.000,0.250,,,38.102,540,1,1,0,-0.023,-2.454,-0.00767,0.277,0.277,317.546,260.007,210.646,0.001,38.101,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,9,,,0,0,,,1.500,1.477,1,-2.457,19.958,1.000,0.250,,,38.170,541,1,1,0,-0.023,-2.457,-0.00768,0.279,0.279,317.543,259.958,210.644,0.001,38.169,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,10,,,0,0,,,1.500,1.477,1,-2.460,20.002,1.000,0.250,,,38.234,542,1,1,0,-0.023,-2.460,-0.00769,0.283,0.283,317.540,260.002,210.651,0.001,38.233,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,11,,,0,0,,,1.500,1.477,1,-2.444,19.968,1.000,0.250,,,38.270,543,1,1,0,-0.023,-2.444,-0.00764,0.273,0.273,317.556,259.968,210.648,0.001,38.269,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.449,19.958,1.000,0.250,,,38.402,545,1,1,0,-0.023,-2.449,-0.00765,0.276,0.276,317.551,259.958,210.648,0.001,38.401,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.448,20.013,1.000,0.250,,,38.470,546,1,1,0,-0.023,-2.448,-0.00765,0.280,0.280,317.552,260.013,210.648,0.001,38.469,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.441,19.978,1.000,0.250,,,38.538,547,1,1,0,-0.023,-2.441,-0.00763,0.274,0.274,317.559,259.978,210.642,0.001,38.537,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,4,,,0,0,,,1.500,1.477,1,-2.455,19.999,1.000,0.250,,,38.607,548,1,1,0,-0.023,-2.455,-0.00767,0.281,0.281,317.545,259.999,210.655,0.001,38.606,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,5,,,0,0,,,1.500,1.477,1,-2.469,19.979,1.000,0.250,,,38.674,549,1,1,0,-0.023,-2.469,-0.00771,0.284,0.284,317.531,259.979,210.650,0.001,38.673,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.459,19.990,1.000,0.250,,,38.806,551,1,1,0,-0.023,-2.459,-0.00768,0.279,0.279,317.541,259.990,210.644,0.001,38.805,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.450,20.002,1.000,0.250,,,38.874,552,1,1,0,-0.023,-2.450,-0.00766,0.278,0.278,317.550,260.002,210.648,0.001,38.873,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.469,19.987,1.000,0.250,,,38.942,553,1,1,0,-0.023,-2.469,-0.00772,0.288,0.288,317.531,259.987,210.654,0.001,38.941,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.447,19.973,1.000,0.250,,,39.074,555,1,1,0,-0.023,-2.447,-0.00765,0.274,0.274,317.553,259.973,210.650,0.001,39.073,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.462,19.998,1.000,0.250,,,39.142,556,1,1,0,-0.023,-2.462,-0.00769,0.278,0.278,317.538,259.998,210.669,0.001,39.141,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.448,20.000,1.000,0.250,,,39.210,557,1,1,0,-0.023,-2.448,-0.00765,0.280,0.280,317.552,260.000,210.640,0.001,39.209,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,4,,,0,0,,,1.500,1.477,1,-2.452,20.002,1.000,0.250,,,39.278,558,1,1,0,-0.023,-2.452,-0.00766,0.281,0.281,317.548,260.002,210.639,0.001,39.278,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.457,19.997,1.000,0.250,,,39.410,560,1,1,0,-0.023,-2.457,-0.00768,0.279,0.279,317.543,259.997,210.644,0.001,39.409,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.461,19.995,1.000,0.250,,,39.478,561,1,1,0,-0.023,-2.461,-0.00769,0.283,0.283,317.539,259.995,210.648,0.001,39.477,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.451,19.979,1.000,0.250,,,39.546,562,1,1,0,-0.023,-2.451,-0.00766,0.279,0.279,317.549,259.979,210.653,0.001,39.545,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,4,,,0,0,,,1.500,1.477,1,-2.450,19.995,1.000,0.250,,,39.614,563,1,1,0,-0.023,-2.450,-0.00766,0.278,0.278,317.550,259.995,210.644,0.001,39.613,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.450,20.004,1.000,0.250,,,39.746,565,1,1,0,-0.023,-2.450,-0.00766,0.279,0.279,317.550,260.004,210.647,0.001,39.745,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.459,20.002,1.000,0.250,,,39.883,567,1,1,0,-0.023,-2.459,-0.00768,0.280,0.280,317.541,260.002,210.646,0.001,39.882,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.444,19.991,1.000,0.250,,,40.050,570,1,1,0,-0.023,-2.444,-0.00764,0.277,0.277,317.556,259.991,210.656,0.001,40.049,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.452,19.983,1.000,0.250,,,40.114,571,1,1,0,-0.023,-2.452,-0.00766,0.280,0.280,317.548,259.983,210.649,0.001,40.113,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.449,19.982,1.000,0.250,,,40.250,573,1,1,0,-0.023,-2.449,-0.00765,0.278,0.278,317.551,259.982,210.652,0.001,40.249,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.459,19.992,1.000,0.250,,,40.318,574,1,1,0,-0.023,-2.459,-0.00768,0.279,0.279,317.541,259.992,210.655,0.001,40.318,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.437,19.983,1.000,0.250,,,40.386,575,1,1,0,-0.023,-2.437,-0.00762,0.272,0.272,317.563,259.983,210.649,0.001,40.386,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,4,,,0,0,,,1.500,1.477,1,-2.454,19.983,1.000,0.250,,,40.450,576,1,1,0,-0.023,-2.454,-0.00767,0.276,0.276,317.546,259.983,210.656,0.001,40.450,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,5,,,0,0,,,1.500,1.477,1,-2.447,19.994,1.000,0.250,,,40.518,577,1,1,0,-0.023,-2.447,-0.00765,0.276,0.276,317.553,259.994,210.648,0.001,40.517,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.424,20.013,1.000,0.250,,,40.654,579,1,1,0,-0.023,-2.424,-0.00757,0.268,0.268,317.576,260.013,210.644,0.001,40.653,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.450,20.000,1.000,0.250,,,40.722,580,1,1,0,-0.023,-2.450,-0.00766,0.282,0.282,317.550,260.000,210.642,0.001,40.722,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.439,19.978,1.000,0.250,,,40.786,581,1,1,0,-0.023,-2.439,-0.00762,0.271,0.271,317.561,259.978,210.653,0.001,40.786,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.444,19.987,1.000,0.250,,,40.922,583,1,1,0,-0.023,-2.444,-0.00764,0.272,0.272,317.556,259.987,210.652,0.001,40.922,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.454,19.989,1.000,0.250,,,40.990,584,1,1,0,-0.023,-2.454,-0.00767,0.280,0.280,317.546,259.989,210.652,0.001,40.990,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.443,20.006,1.000,0.250,,,41.054,585,1,1,0,-0.023,-2.443,-0.00763,0.281,0.281,317.557,260.006,210.653,0.001,41.053,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,4,,,0,0,,,1.500,1.477,1,-2.463,19.989,1.000,0.250,,,41.122,586,1,1,0,-0.023,-2.463,-0.00770,0.283,0.283,317.537,259.989,210.673,0.001,41.121,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,5,,,0,0,,,1.500,1.477,1,-2.474,19.986,1.000,0.250,,,41.190,587,1,1,0,-0.023,-2.474,-0.00773,0.284,0.284,317.526,259.986,210.672,0.001,41.189,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,6,,,0,0,,,1.500,1.477,1,-2.438,20.003,1.000,0.250,,,41.258,588,1,1,0,-0.023,-2.438,-0.00762,0.272,0.272,317.562,260.003,210.650,0.001,41.258,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,7,,,0,0,,,1.500,1.477,1,-2.438,19.991,1.000,0.250,,,41.326,589,1,1,0,-0.023,-2.438,-0.00762,0.273,0.273,317.562,259.991,210.637,0.001,41.325,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,8,,,0,0,,,1.500,1.477,1,-2.449,19.966,1.000,0.250,,,41.390,590,1,1,0,-0.023,-2.449,-0.00765,0.276,0.276,317.551,259.966,210.652,0.001,41.390,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.451,19.986,1.000,0.250,,,41.526,592,1,1,0,-0.023,-2.451,-0.00766,0.276,0.276,317.549,259.986,210.664,0.001,41.526,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.460,19.982,1.000,0.250,,,41.658,594,1,1,0,-0.023,-2.460,-0.00769,0.281,0.281,317.540,259.982,210.653,0.001,41.658,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.447,19.997,1.000,0.250,,,41.694,595,1,1,0,-0.023,-2.447,-0.00765,0.277,0.277,317.553,259.997,210.642,0.001,41.694,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.441,19.988,1.000,0.250,,,41.762,596,1,1,0,-0.023,-2.441,-0.00763,0.275,0.275,317.559,259.988,210.652,0.001,41.761,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,4,,,0,0,,,1.500,1.477,1,-2.453,19.994,1.000,0.250,,,41.826,597,1,1,0,-0.023,-2.453,-0.00766,0.277,0.277,317.547,259.994,210.667,0.001,41.825,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.453,20.009,1.000,0.250,,,41.963,599,1,1,0,-0.023,-2.453,-0.00767,0.285,0.285,317.547,260.009,210.628,0.001,41.962,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.450,19.993,1.000,0.250,,,42.030,600,1,1,0,-0.023,-2.450,-0.00766,0.273,0.273,317.550,259.993,210.652,0.001,42.030,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.451,19.992,1.000,0.250,,,42.098,601,1,1,0,-0.023,-2.451,-0.00766,0.280,0.280,317.549,259.992,210.657,0.001,42.098,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.457,20.009,1.000,0.250,,,42.231,603,1,1,0,-0.023,-2.457,-0.00768,0.282,0.282,317.543,260.009,210.656,0.001,42.230,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.439,19.986,1.000,0.250,,,42.298,604,1,1,0,-0.023,-2.439,-0.00762,0.272,0.272,317.561,259.986,210.653,0.001,42.298,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.446,19.997,1.000,0.250,,,42.434,606,1,1,0,-0.023,-2.446,-0.00764,0.273,0.273,317.554,259.997,210.659,0.001,42.433,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.444,19.974,1.000,0.250,,,42.498,607,1,1,0,-0.023,-2.444,-0.00764,0.275,0.275,317.556,259.974,210.642,0.001,42.498,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.460,19.986,1.000,0.250,,,42.566,608,1,1,0,-0.023,-2.460,-0.00769,0.281,0.281,317.540,259.986,210.650,0.001,42.565,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,4,,,0,0,,,1.500,1.477,1,-2.442,19.981,1.000,0.250,,,42.634,609,1,1,0,-0.023,-2.442,-0.00763,0.269,0.269,317.558,259.981,210.666,0.001,42.633,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,5,,,0,0,,,1.500,1.477,1,-2.446,19.992,1.000,0.250,,,42.702,610,1,1,0,-0.023,-2.446,-0.00764,0.276,0.276,317.554,259.992,210.646,0.001,42.701,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,6,,,0,0,,,1.500,1.477,1,-2.438,19.965,1.000,0.250,,,42.766,611,1,1,0,-0.023,-2.438,-0.00762,0.273,0.273,317.562,259.965,210.647,0.001,42.766,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,7,,,0,0,,,1.500,1.477,1,-2.446,20.001,1.000,0.250,,,42.834,612,1,1,0,-0.023,-2.446,-0.00764,0.280,0.280,317.554,260.001,210.657,0.001,42.833,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,8,,,0,0,,,1.500,1.477,1,-2.444,19.971,1.000,0.250,,,42.903,613,1,1,0,-0.023,-2.444,-0.00764,0.276,0.276,317.556,259.971,210.652,0.001,42.902,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,9,,,0,0,,,1.500,1.477,1,-2.452,19.975,1.000,0.250,,,42.970,614,1,1,0,-0.023,-2.452,-0.00766,0.275,0.275,317.548,259.975,210.652,0.001,42.970,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,10,,,0,0,,,1.500,1.477,1,-2.457,19.991,1.000,0.250,,,43.038,615,1,1,0,-0.023,-2.457,-0.00768,0.281,0.281,317.543,259.991,210.649,0.001,43.038,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,11,,,0,0,,,1.500,1.477,1,-2.455,19.968,1.000,0.250,,,43.102,616,1,1,0,-0.023,-2.455,-0.00767,0.280,0.280,317.545,259.968,210.653,0.001,43.101,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,12,,,0,0,,,1.500,1.477,1,-2.429,19.975,1.000,0.250,,,43.171,617,1,1,0,-0.023,-2.429,-0.00759,0.270,0.270,317.571,259.975,210.651,0.001,43.170,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,13,,,0,0,,,1.500,1.477,1,-2.437,19.971,1.000,0.250,,,43.238,618,1,1,0,-0.023,-2.437,-0.00762,0.277,0.277,317.563,259.971,210.652,0.001,43.238,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,14,,,0,0,,,1.500,1.477,1,-2.460,19.999,1.000,0.250,,,43.306,619,1,1,0,-0.023,-2.460,-0.00769,0.284,0.284,317.540,259.999,210.639,0.001,43.306,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.447,19.968,1.000,0.250,,,43.407,621,1,1,0,-0.023,-2.447,-0.00765,0.276,0.276,317.553,259.968,210.660,0.001,43.406,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.446,19.962,1.000,0.250,,,43.474,622,1,1,0,-0.023,-2.446,-0.00765,0.274,0.274,317.554,259.962,210.659,0.001,43.474,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.438,19.969,1.000,0.250,,,43.538,623,1,1,0,-0.023,-2.438,-0.00762,0.271,0.271,317.562,259.969,210.655,0.001,43.538,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,4,,,0,0,,,1.500,1.477,1,-2.453,19.963,1.000,0.250,,,43.606,624,1,1,0,-0.023,-2.453,-0.00767,0.276,0.276,317.547,259.963,210.657,0.001,43.606,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,5,,,0,0,,,1.500,1.477,1,-2.447,19.972,1.000,0.250,,,43.675,625,1,1,0,-0.023,-2.447,-0.00765,0.272,0.272,317.553,259.972,210.662,0.001,43.674,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.453,19.972,1.000,0.250,,,43.875,628,1,1,0,-0.023,-2.453,-0.00766,0.276,0.276,317.547,259.972,210.639,0.001,43.874,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.438,19.951,1.000,0.250,,,44.010,630,1,1,0,-0.023,-2.438,-0.00762,0.272,0.272,317.562,259.951,210.661,0.001,44.010,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.444,19.959,1.000,0.250,,,44.079,631,1,1,0,-0.023,-2.444,-0.00764,0.271,0.271,317.556,259.959,210.640,0.001,44.078,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,3,,,0,0,,,1.500,1.477,1,-2.450,19.959,1.000,0.250,,,44.147,632,1,1,0,-0.023,-2.450,-0.00766,0.271,0.271,317.550,259.959,210.651,0.001,44.146,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,4,,,0,0,,,1.500,1.477,1,-2.436,19.939,1.000,0.250,,,44.211,633,1,1,0,-0.023,-2.436,-0.00761,0.266,0.266,317.564,259.939,210.653,0.001,44.210,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,,,0,0,,,1.500,1.477,1,-2.436,19.942,1.000,0.250,,,44.347,635,1,1,0,-0.023,-2.436,-0.00761,0.266,0.266,317.564,259.942,210.655,0.001,44.346,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,2,,,0,0,,,1.500,1.477,1,-2.449,19.951,1.000,0.250,,,44.414,636,1,1,0,-0.023,-2.449,-0.00765,0.277,0.277,317.551,259.951,210.666,0.001,44.413,STOPPED,,EVT:READY,,,,,,EVT:READY
