time_s,frame_index,tag_detected,tag_count,tag_id,lateral_offset_cm,lateral_offset_px,lateral_offset_norm,yaw_error_deg,raw_yaw_image_deg,center_x_px,center_y_px,tag_width_px,mega_time_s,mega_age_s,motion_state,last_command,mega_event,mega_heading_error_deg,mega_control_error_deg,mega_correction_rpm,mega_left_rpm,mega_right_rpm,mega_last_line
14.352,374,0,0,,,,,,,,,,14.333,0.019,MOVING,FORWARD,ACK:FORWARD,0.130,0.000,0.000,25.000,25.000,"TEL:H=0.13,E=0.00,C=0.00,L=25.00,R=25.00"
14.384,375,0,0,,,,,,,,,,14.333,0.051,MOVING,FORWARD,ACK:FORWARD,0.130,0.000,0.000,25.000,25.000,"TEL:H=0.13,E=0.00,C=0.00,L=25.00,R=25.00"
14.416,376,0,0,,,,,,,,,,14.333,0.083,MOVING,FORWARD,ACK:FORWARD,0.130,0.000,0.000,25.000,25.000,"TEL:H=0.13,E=0.00,C=0.00,L=25.00,R=25.00"
14.452,377,0,0,,,,,,,,,,14.333,0.119,MOVING,FORWARD,ACK:FORWARD,0.130,0.000,0.000,25.000,25.000,"TEL:H=0.13,E=0.00,C=0.00,L=25.00,R=25.00"
14.484,378,0,0,,,,,,,,,,14.333,0.151,MOVING,FORWARD,ACK:FORWARD,0.130,0.000,0.000,25.000,25.000,"TEL:H=0.13,E=0.00,C=0.00,L=25.00,R=25.00"
14.520,379,1,1,2,0.524,55.342,0.17294,-179.745,0.255,375.342,115.420,211.407,14.333,0.187,MOVING,FORWARD,ACK:FORWARD,0.130,0.000,0.000,25.000,25.000,"TEL:H=0.13,E=0.00,C=0.00,L=25.00,R=25.00"
14.552,380,1,1,2,0.519,54.847,0.17140,-179.586,0.414,374.847,168.862,211.550,14.535,0.017,MOVING,FORWARD,ACK:FORWARD,0.170,0.000,0.000,25.000,25.000,"TEL:H=0.17,E=0.00,C=0.00,L=25.00,R=25.00"
14.584,381,1,1,2,0.511,54.036,0.16886,-179.517,0.483,374.036,222.101,211.384,14.535,0.049,MOVING,FORWARD,ACK:FORWARD,0.170,0.000,0.000,25.000,25.000,"TEL:H=0.17,E=0.00,C=0.00,L=25.00,R=25.00"
14.620,382,1,1,2,0.506,53.624,0.16757,-179.320,0.680,373.624,274.280,211.933,14.535,0.085,MOVING,FORWARD,ACK:FORWARD,0.170,0.000,0.000,25.000,25.000,"TEL:H=0.17,E=0.00,C=0.00,L=25.00,R=25.00"
14.652,383,1,1,2,0.501,53.186,0.16621,-179.104,0.896,373.186,330.990,212.342,14.535,0.117,MOVING,FORWARD,ACK:FORWARD,0.170,0.000,0.000,25.000,25.000,"TEL:H=0.17,E=0.00,C=0.00,L=25.00,R=25.00"
14.688,384,0,0,,,,,,,,,,14.535,0.153,MOVING,FORWARD,ACK:FORWARD,0.170,0.000,0.000,25.000,25.000,"TEL:H=0.17,E=0.00,C=0.00,L=25.00,R=25.00"
14.720,385,0,0,,,,,,,,,,14.535,0.185,MOVING,FORWARD,ACK:FORWARD,0.170,0.000,0.000,25.000,25.000,"TEL:H=0.17,E=0.00,C=0.00,L=25.00,R=25.00"
14.752,386,0,0,,,,,,,,,,14.737,0.015,MOVING,FORWARD,ACK:FORWARD,0.200,0.000,0.000,25.000,25.000,"TEL:H=0.20,E=0.00,C=0.00,L=25.00,R=25.00"
14.788,387,0,0,,,,,,,,,,14.737,0.051,MOVING,FORWARD,ACK:FORWARD,0.200,0.000,0.000,25.000,25.000,"TEL:H=0.20,E=0.00,C=0.00,L=25.00,R=25.00"
14.820,388,0,0,,,,,,,,,,14.737,0.083,MOVING,FORWARD,ACK:FORWARD,0.200,0.000,0.000,25.000,25.000,"TEL:H=0.20,E=0.00,C=0.00,L=25.00,R=25.00"
14.852,389,0,0,,,,,,,,,,14.737,0.115,MOVING,FORWARD,ACK:FORWARD,0.200,0.000,0.000,25.000,25.000,"TEL:H=0.20,E=0.00,C=0.00,L=25.00,R=25.00"
14.888,390,0,0,,,,,,,,,,14.737,0.151,MOVING,FORWARD,ACK:FORWARD,0.200,0.000,0.000,25.000,25.000,"TEL:H=0.20,E=0.00,C=0.00,L=25.00,R=25.00"
14.920,391,0,0,,,,,,,,,,14.737,0.183,MOVING,FORWARD,ACK:FORWARD,0.200,0.000,0.000,25.000,25.000,"TEL:H=0.20,E=0.00,C=0.00,L=25.00,R=25.00"
14.956,392,0,0,,,,,,,,,,14.938,0.018,MOVING,FORWARD,ACK:FORWARD,0.160,0.000,0.000,25.000,25.000,"TEL:H=0.16,E=0.00,C=0.00,L=25.00,R=25.00"
14.988,393,0,0,,,,,,,,,,14.938,0.050,MOVING,FORWARD,ACK:FORWARD,0.160,0.000,0.000,25.000,25.000,"TEL:H=0.16,E=0.00,C=0.00,L=25.00,R=25.00"
15.020,394,0,0,,,,,,,,,,14.938,0.082,MOVING,FORWARD,ACK:FORWARD,0.160,0.000,0.000,25.000,25.000,"TEL:H=0.16,E=0.00,C=0.00,L=25.00,R=25.00"
15.056,395,0,0,,,,,,,,,,14.938,0.118,MOVING,FORWARD,ACK:FORWARD,0.160,0.000,0.000,25.000,25.000,"TEL:H=0.16,E=0.00,C=0.00,L=25.00,R=25.00"
15.088,396,0,0,,,,,,,,,,14.938,0.150,MOVING,FORWARD,ACK:FORWARD,0.160,0.000,0.000,25.000,25.000,"TEL:H=0.16,E=0.00,C=0.00,L=25.00,R=25.00"
15.127,397,0,0,,,,,,,,,,14.938,0.189,MOVING,FORWARD,ACK:FORWARD,0.160,0.000,0.000,25.000,25.000,"TEL:H=0.16,E=0.00,C=0.00,L=25.00,R=25.00"
15.156,398,0,0,,,,,,,,,,15.140,0.016,MOVING,FORWARD,ACK:FORWARD,0.140,0.000,0.000,25.000,25.000,"TEL:H=0.14,E=0.00,C=0.00,L=25.00,R=25.00"
15.188,399,0,0,,,,,,,,,,15.140,0.048,MOVING,FORWARD,ACK:FORWARD,0.140,0.000,0.000,25.000,25.000,"TEL:H=0.14,E=0.00,C=0.00,L=25.00,R=25.00"
