time_s,frame_index,tag_detected,tag_count,tag_id,lateral_offset_cm,lateral_offset_px,lateral_offset_norm,yaw_error_deg,raw_yaw_image_deg,center_x_px,center_y_px,tag_width_px,mega_time_s,mega_age_s,motion_state,last_command,mega_event,mega_heading_error_deg,mega_control_error_deg,mega_correction_rpm,mega_left_rpm,mega_right_rpm,mega_last_line
2.164,11,1,1,0,-0.066,-4.582,-0.01432,0.617,-179.383,315.418,227.543,208.383,0.001,2.163,STOPPED,,EVT:CALIBRATING,,,,,,EVT:CALIBRATING
2.200,12,1,1,0,-0.066,-4.600,-0.01438,0.639,-179.361,315.400,227.543,208.462,0.001,2.199,STOPPED,,EVT:CALIBRATING,,,,,,EVT:CALIBRATING
2.232,13,1,1,0,-0.066,-4.584,-0.01432,0.632,-179.368,315.416,227.512,208.393,0.001,2.231,STOPPED,,EVT:CALIBRATING,,,,,,EVT:CALIBRATING
2.264,14,1,1,0,-0.066,-4.569,-0.01428,0.644,-179.356,315.431,227.541,208.388,0.001,2.264,STOPPED,,EVT:CALIBRATING,,,,,,EVT:CALIBRATING
2.300,15,1,1,0,-0.065,-4.521,-0.01413,0.625,-179.375,315.479,227.493,208.444,0.001,2.299,STOPPED,,EVT:CALIBRATING,,,,,,EVT:CALIBRATING
2.332,16,1,1,0,-0.066,-4.554,-0.01423,0.644,-179.356,315.446,227.526,208.398,0.001,2.331,STOPPED,,EVT:CALIBRATING,,,,,,EVT:CALIBRATING
2.368,17,1,1,0,-0.065,-4.508,-0.01409,0.640,-179.360,315.492,227.536,208.434,0.001,2.367,STOPPED,,EVT:CALIBRATING,,,,,,EVT:CALIBRATING
2.400,18,1,1,0,-0.066,-4.559,-0.01425,0.657,-179.343,315.441,227.543,208.401,0.001,2.399,STOPPED,,EVT:CALIBRATING,,,,,,EVT:CALIBRATING
2.432,19,1,1,0,-0.066,-4.562,-0.01426,0.658,-179.342,315.438,227.486,208.399,0.001,2.431,STOPPED,,EVT:CALIBRATING,,,,,,EVT:CALIBRATING
2.468,20,1,1,0,-0.065,-4.540,-0.01419,0.630,-179.370,315.460,227.471,208.429,0.001,2.468,STOPPED,,EVT:CALIBRATING,,,,,,EVT:CALIBRATING
2.501,21,1,1,0,-0.066,-4.561,-0.01425,0.631,-179.369,315.439,227.571,208.410,0.001,2.500,STOPPED,,EVT:CALIBRATING,,,,,,EVT:CALIBRATING
2.536,22,1,1,0,-0.066,-4.579,-0.01431,0.634,-179.366,315.421,227.499,208.399,2.514,0.022,STOPPED,,EVT:READY,,,,,,EVT:READY
2.568,23,1,1,0,-0.065,-4.533,-0.01417,0.666,-179.334,315.467,227.532,208.408,2.514,0.054,STOPPED,,EVT:READY,,,,,,EVT:READY
2.600,24,1,1,0,-0.066,-4.562,-0.01426,0.656,-179.344,315.438,227.555,208.435,2.514,0.086,STOPPED,,EVT:READY,,,,,,EVT:READY
2.636,25,1,1,0,-0.066,-4.607,-0.01440,0.651,-179.349,315.393,227.515,208.418,2.514,0.122,STOPPED,,EVT:READY,,,,,,EVT:READY
2.668,26,1,1,0,-0.066,-4.611,-0.01441,0.662,-179.338,315.389,227.514,208.432,2.514,0.154,STOPPED,,EVT:READY,,,,,,EVT:READY
2.704,27,1,1,0,-0.065,-4.547,-0.01421,0.653,-179.347,315.453,227.471,208.428,2.514,0.190,STOPPED,,EVT:READY,,,,,,EVT:READY
2.736,28,1,1,0,-0.066,-4.586,-0.01433,0.623,-179.377,315.414,227.461,208.433,2.514,0.222,STOPPED,,EVT:READY,,,,,,EVT:READY
2.768,29,1,1,0,-0.066,-4.595,-0.01436,0.641,-179.359,315.405,227.482,208.406,2.514,0.254,STOPPED,,EVT:READY,,,,,,EVT:READY
2.804,30,1,1,0,-0.066,-4.608,-0.01440,0.665,-179.335,315.392,227.525,208.442,2.514,0.290,STOPPED,,EVT:READY,,,,,,EVT:READY
2.836,31,1,1,0,-0.065,-4.505,-0.01408,0.633,-179.367,315.495,227.498,208.423,2.514,0.322,STOPPED,,EVT:READY,,,,,,EVT:READY
2.872,32,1,1,0,-0.066,-4.585,-0.01433,0.652,-179.348,315.415,227.435,208.416,2.514,0.358,STOPPED,,EVT:READY,,,,,,EVT:READY
2.907,33,1,1,0,-0.066,-4.614,-0.01442,0.636,-179.364,315.386,227.540,208.424,2.514,0.393,STOPPED,,EVT:READY,,,,,,EVT:READY
2.936,34,1,1,0,-0.066,-4.575,-0.01430,0.635,-179.365,315.425,227.511,208.412,2.514,0.422,STOPPED,,EVT:READY,,,,,,EVT:READY
2.972,35,1,1,0,-0.065,-4.546,-0.01421,0.637,-179.363,315.454,227.490,208.412,2.514,0.458,STOPPED,,EVT:READY,,,,,,EVT:READY
3.004,36,1,1,0,-0.066,-4.560,-0.01425,0.635,-179.365,315.440,227.523,208.377,2.514,0.490,STOPPED,,EVT:READY,,,,,,EVT:READY
3.036,37,1,1,0,-0.066,-4.566,-0.01427,0.660,-179.340,315.434,227.504,208.400,2.514,0.522,STOPPED,,EVT:READY,,,,,,EVT:READY
3.072,38,1,1,0,-0.066,-4.582,-0.01432,0.669,-179.331,315.418,227.488,208.402,2.514,0.558,STOPPED,,EVT:READY,,,,,,EVT:READY
3.104,39,1,1,0,-0.066,-4.581,-0.01432,0.672,-179.328,315.419,227.454,208.457,2.514,0.590,STOPPED,,EVT:READY,,,,,,EVT:READY
3.140,40,1,1,0,-0.066,-4.563,-0.01426,0.643,-179.357,315.437,227.460,208.426,2.514,0.626,STOPPED,,EVT:READY,,,,,,EVT:READY
3.172,41,1,1,0,-0.066,-4.577,-0.01430,0.695,-179.305,315.423,227.509,208.392,2.514,0.658,STOPPED,,EVT:READY,,,,,,EVT:READY
3.204,42,1,1,0,-0.066,-4.561,-0.01425,0.639,-179.361,315.439,227.502,208.459,2.514,0.690,STOPPED,,EVT:READY,,,,,,EVT:READY
3.240,43,1,1,0,-0.066,-4.585,-0.01433,0.630,-179.370,315.415,227.552,208.407,2.514,0.726,STOPPED,,EVT:READY,,,,,,EVT:READY
3.272,44,1,1,0,-0.066,-4.574,-0.01429,0.645,-179.355,315.426,227.538,208.445,2.514,0.758,STOPPED,,EVT:READY,,,,,,EVT:READY
3.308,45,1,1,0,-0.066,-4.613,-0.01442,0.642,-179.358,315.387,227.515,208.397,2.514,0.794,STOPPED,,EVT:READY,,,,,,EVT:READY
3.341,46,1,1,0,-0.066,-4.580,-0.01431,0.685,-179.315,315.420,227.497,208.422,2.514,0.827,STOPPED,,EVT:READY,,,,,,EVT:READY
3.372,47,1,1,0,-0.066,-4.558,-0.01424,0.672,-179.328,315.442,227.503,208.408,2.514,0.858,STOPPED,,EVT:READY,,,,,,EVT:READY
3.408,48,1,1,0,-0.066,-4.578,-0.01430,0.659,-179.341,315.422,227.479,208.397,2.514,0.894,STOPPED,,EVT:READY,,,,,,EVT:READY
3.440,49,1,1,0,-0.067,-4.623,-0.01445,0.657,-179.343,315.377,227.517,208.416,2.514,0.926,STOPPED,,EVT:READY,,,,,,EVT:READY
3.476,50,1,1,0,-0.065,-4.548,-0.01421,0.632,-179.368,315.452,227.550,208.401,2.514,0.962,STOPPED,,EVT:READY,,,,,,EVT:READY
3.508,51,1,1,0,-0.066,-4.585,-0.01433,0.677,-179.323,315.415,227.488,208.388,2.514,0.994,STOPPED,,EVT:READY,,,,,,EVT:READY
3.540,52,1,1,0,-0.067,-4.631,-0.01447,0.638,-179.362,315.369,227.508,208.451,2.514,1.026,STOPPED,,EVT:READY,,,,,,EVT:READY
3.576,53,1,1,0,-0.066,-4.565,-0.01427,0.621,-179.379,315.435,227.508,208.450,2.514,1.062,STOPPED,,EVT:READY,,,,,,EVT:READY
3.608,54,1,1,0,-0.066,-4.572,-0.01429,0.650,-179.350,315.428,227.494,208.351,2.514,1.094,STOPPED,,EVT:READY,,,,,,EVT:READY
3.644,55,1,1,0,-0.066,-4.588,-0.01434,0.679,-179.321,315.412,227.503,208.420,2.514,1.130,STOPPED,,EVT:READY,,,,,,EVT:READY
3.676,56,1,1,0,-0.066,-4.570,-0.01428,0.662,-179.338,315.430,227.482,208.402,2.514,1.162,STOPPED,,EVT:READY,,,,,,EVT:READY
3.708,57,1,1,0,-0.066,-4.580,-0.01431,0.652,-179.348,315.420,227.507,208.402,2.514,1.194,STOPPED,,EVT:READY,,,,,,EVT:READY
3.744,58,1,1,0,-0.066,-4.584,-0.01433,0.649,-179.351,315.416,227.529,208.401,2.514,1.230,STOPPED,,EVT:READY,,,,,,EVT:READY
3.776,59,1,1,0,-0.066,-4.565,-0.01427,0.660,-179.340,315.435,227.488,208.430,2.514,1.262,STOPPED,,EVT:READY,,,,,,EVT:READY
3.808,60,1,1,0,-0.066,-4.569,-0.01428,0.645,-179.355,315.431,227.476,208.421,2.514,1.294,STOPPED,,EVT:READY,,,,,,EVT:READY
3.844,61,1,1,0,-0.066,-4.603,-0.01438,0.651,-179.349,315.397,227.457,208.403,2.514,1.330,STOPPED,,EVT:READY,,,,,,EVT:READY
3.876,62,1,1,0,-0.066,-4.601,-0.01438,0.664,-179.336,315.399,227.442,208.403,2.514,1.362,STOPPED,,EVT:READY,,,,,,EVT:READY
3.912,63,1,1,0,-0.066,-4.598,-0.01437,0.655,-179.345,315.402,227.493,208.399,2.514,1.398,STOPPED,,EVT:READY,,,,,,EVT:READY
3.949,64,1,1,0,-0.066,-4.555,-0.01423,0.623,-179.377,315.445,227.526,208.427,2.514,1.435,STOPPED,,EVT:READY,,,,,,EVT:READY
3.976,65,1,1,0,-0.066,-4.563,-0.01426,0.643,-179.357,315.437,227.458,208.467,2.514,1.462,STOPPED,,EVT:READY,,,,,,EVT:READY
4.012,66,1,1,0,-0.066,-4.591,-0.01435,0.655,-179.345,315.409,227.554,208.402,2.514,1.498,STOPPED,,EVT:READY,,,,,,EVT:READY
4.044,67,1,1,0,-0.065,-4.528,-0.01415,0.656,-179.344,315.472,227.481,208.398,2.514,1.530,STOPPED,,EVT:READY,,,,,,EVT:READY
4.080,68,1,1,0,-0.066,-4.596,-0.01436,0.654,-179.346,315.404,227.501,208.453,2.514,1.566,STOPPED,,EVT:READY,,,,,,EVT:READY
4.112,69,1,1,0,-0.066,-4.562,-0.01425,0.650,-179.350,315.438,227.495,208.435,2.514,1.598,STOPPED,,EVT:READY,,,,,,EVT:READY
4.144,70,1,1,0,-0.066,-4.615,-0.01442,0.675,-179.325,315.385,227.458,208.400,2.514,1.630,STOPPED,,EVT:READY,,,,,,EVT:READY
4.180,71,1,1,0,-0.066,-4.561,-0.01425,0.666,-179.334,315.439,227.458,208.413,2.514,1.666,STOPPED,,EVT:READY,,,,,,EVT:READY
4.212,72,1,1,0,-0.066,-4.562,-0.01426,0.638,-179.362,315.438,227.453,208.457,2.514,1.698,STOPPED,,EVT:READY,,,,,,EVT:READY
4.249,73,1,1,0,-0.066,-4.589,-0.01434,0.675,-179.325,315.411,227.498,208.366,2.514,1.735,STOPPED,,EVT:READY,,,,,,EVT:READY
4.280,74,1,1,0,-0.066,-4.585,-0.01433,0.650,-179.350,315.415,227.502,208.369,2.514,1.766,STOPPED,,EVT:READY,,,,,,EVT:READY
4.312,75,1,1,0,-0.066,-4.600,-0.01438,0.653,-179.347,315.400,227.470,208.411,2.514,1.798,STOPPED,,EVT:READY,,,,,,EVT:READY
4.349,76,1,1,0,-0.067,-4.651,-0.01453,0.659,-179.341,315.349,227.454,208.443,2.514,1.835,STOPPED,,EVT:READY,,,,,,EVT:READY
4.380,77,1,1,0,-0.066,-4.587,-0.01433,0.651,-179.349,315.413,227.431,208.445,2.514,1.866,STOPPED,,EVT:READY,,,,,,EVT:READY
4.416,78,1,1,0,-0.066,-4.554,-0.01423,0.642,-179.358,315.446,227.502,208.424,2.514,1.902,STOPPED,,EVT:READY,,,,,,EVT:READY
4.448,79,1,1,0,-0.066,-4.593,-0.01435,0.664,-179.336,315.407,227.509,208.412,2.514,1.934,STOPPED,,EVT:READY,,,,,,EVT:READY
4.480,80,1,1,0,-0.067,-4.644,-0.01451,0.641,-179.359,315.356,227.471,208.370,2.514,1.966,STOPPED,,EVT:READY,,,,,,EVT:READY
4.516,81,1,1,0,-0.065,-4.521,-0.01413,0.638,-179.362,315.479,227.501,208.425,2.514,2.002,STOPPED,,EVT:READY,,,,,,EVT:READY
4.548,82,1,1,0,-0.065,-4.541,-0.01419,0.672,-179.328,315.459,227.437,208.445,2.514,2.034,STOPPED,,EVT:READY,,,,,,EVT:READY
4.580,83,1,1,0,-0.065,-4.541,-0.01419,0.649,-179.351,315.459,227.444,208.411,2.514,2.066,STOPPED,,EVT:READY,,,,,,EVT:READY
4.616,84,1,1,0,-0.066,-4.568,-0.01428,0.651,-179.349,315.432,227.479,208.410,2.514,2.102,STOPPED,,EVT:READY,,,,,,EVT:READY
4.648,85,1,1,0,-0.066,-4.592,-0.01435,0.667,-179.333,315.408,227.454,208.456,2.514,2.134,STOPPED,,EVT:READY,,,,,,EVT:READY
4.684,86,1,1,0,-0.067,-4.640,-0.01450,0.658,-179.342,315.360,227.511,208.458,2.514,2.170,STOPPED,,EVT:READY,,,,,,EVT:READY
4.716,87,1,1,0,-0.066,-4.567,-0.01427,0.657,-179.343,315.433,227.502,208.399,2.514,2.202,STOPPED,,EVT:READY,,,,,,EVT:READY
4.748,88,1,1,0,-0.066,-4.599,-0.01437,0.661,-179.339,315.401,227.470,208.443,2.514,2.234,STOPPED,,EVT:READY,,,,,,EVT:READY
4.784,89,1,1,0,-0.067,-4.627,-0.01446,0.670,-179.330,315.373,227.447,208.421,2.514,2.270,STOPPED,,EVT:READY,,,,,,EVT:READY
4.816,90,1,1,0,-0.065,-4.527,-0.01415,0.641,-179.359,315.473,227.425,208.421,2.514,2.302,STOPPED,,EVT:READY,,,,,,EVT:READY
4.852,91,1,1,0,-0.066,-4.578,-0.01431,0.657,-179.343,315.422,227.441,208.418,2.514,2.338,STOPPED,,EVT:READY,,,,,,EVT:READY
4.884,92,1,1,0,-0.066,-4.569,-0.01428,0.655,-179.345,315.431,227.485,208.444,2.514,2.370,STOPPED,,EVT:READY,,,,,,EVT:READY
4.916,93,1,1,0,-0.066,-4.612,-0.01441,0.666,-179.334,315.388,227.492,208.369,2.514,2.402,STOPPED,,EVT:READY,,,,,,EVT:READY
4.954,94,1,1,0,-0.066,-4.567,-0.01427,0.689,-179.311,315.433,227.435,208.371,2.514,2.440,STOPPED,,EVT:READY,,,,,,EVT:READY
4.984,95,1,1,0,-0.066,-4.602,-0.01438,0.647,-179.353,315.398,227.438,208.410,4.969,0.015,MOVING,FORWARD,ACK:FORWARD,,,,,,ACK:FORWARD
5.020,96,1,1,0,-0.067,-4.636,-0.01449,0.604,-179.396,315.364,226.990,208.386,4.969,0.051,MOVING,FORWARD,ACK:FORWARD,,,,,,ACK:FORWARD
5.052,97,1,1,0,-0.067,-4.634,-0.01448,0.546,-179.454,315.366,224.505,208.414,4.969,0.083,MOVING,FORWARD,ACK:FORWARD,,,,,,ACK:FORWARD
5.084,98,1,1,0,-0.067,-4.628,-0.01446,0.483,-179.517,315.372,222.576,208.321,4.969,0.115,MOVING,FORWARD,ACK:FORWARD,,,,,,ACK:FORWARD
5.120,99,1,1,0,-0.068,-4.703,-0.01470,0.592,-179.408,315.297,226.702,208.357,4.969,0.151,MOVING,FORWARD,ACK:FORWARD,,,,,,ACK:FORWARD
5.152,100,1,1,0,-0.069,-4.796,-0.01499,0.688,-179.312,315.204,241.337,208.458,4.969,0.183,MOVING,FORWARD,ACK:FORWARD,,,,,,ACK:FORWARD
5.188,101,1,1,0,-0.069,-4.802,-0.01500,0.761,-179.239,315.198,260.689,208.632,5.173,0.015,MOVING,FORWARD,ACK:FORWARD,-0.100,0.000,0.000,6.520,6.520,"TEL:H=-0.10,E=0.00,C=0.00,L=6.52,R=6.52"
5.220,102,1,1,0,-0.074,-5.120,-0.01600,0.729,-179.271,314.880,273.888,208.645,5.173,0.047,MOVING,FORWARD,ACK:FORWARD,-0.100,0.000,0.000,6.520,6.520,"TEL:H=-0.10,E=0.00,C=0.00,L=6.52,R=6.52"
5.252,103,1,1,0,-0.077,-5.340,-0.01669,0.887,-179.113,314.660,284.677,208.739,5.173,0.079,MOVING,FORWARD,ACK:FORWARD,-0.100,0.000,0.000,6.520,6.520,"TEL:H=-0.10,E=0.00,C=0.00,L=6.52,R=6.52"
5.288,104,1,1,0,-0.079,-5.482,-0.01713,0.967,-179.033,314.518,303.730,208.836,5.173,0.115,MOVING,FORWARD,ACK:FORWARD,-0.100,0.000,0.000,6.520,6.520,"TEL:H=-0.10,E=0.00,C=0.00,L=6.52,R=6.52"
5.320,105,1,1,0,-0.080,-5.607,-0.01752,1.054,-178.946,314.393,330.540,209.004,5.173,0.147,MOVING,FORWARD,ACK:FORWARD,-0.100,0.000,0.000,6.520,6.520,"TEL:H=-0.10,E=0.00,C=0.00,L=6.52,R=6.52"
5.356,106,1,1,0,-0.084,-5.850,-0.01828,1.215,-178.785,314.150,353.591,209.076,5.173,0.183,MOVING,FORWARD,ACK:FORWARD,-0.100,0.000,0.000,6.520,6.520,"TEL:H=-0.10,E=0.00,C=0.00,L=6.52,R=6.52"
5.388,107,0,0,,,,,,,,,,5.375,0.013,MOVING,FORWARD,ACK:FORWARD,-0.140,0.000,0.000,11.560,11.560,"TEL:H=-0.14,E=0.00,C=0.00,L=11.56,R=11.56"
5.420,108,0,0,,,,,,,,,,5.375,0.045,MOVING,FORWARD,ACK:FORWARD,-0.140,0.000,0.000,11.560,11.560,"TEL:H=-0.14,E=0.00,C=0.00,L=11.56,R=11.56"
5.456,109,0,0,,,,,,,,,,5.375,0.081,MOVING,FORWARD,ACK:FORWARD,-0.140,0.000,0.000,11.560,11.560,"TEL:H=-0.14,E=0.00,C=0.00,L=11.56,R=11.56"
5.488,110,0,0,,,,,,,,,,5.375,0.113,MOVING,FORWARD,ACK:FORWARD,-0.140,0.000,0.000,11.560,11.560,"TEL:H=-0.14,E=0.00,C=0.00,L=11.56,R=11.56"
5.520,111,0,0,,,,,,,,,,5.375,0.145,MOVING,FORWARD,ACK:FORWARD,-0.140,0.000,0.000,11.560,11.560,"TEL:H=-0.14,E=0.00,C=0.00,L=11.56,R=11.56"
5.556,112,0,0,,,,,,,,,,5.375,0.181,MOVING,FORWARD,ACK:FORWARD,-0.140,0.000,0.000,11.560,11.560,"TEL:H=-0.14,E=0.00,C=0.00,L=11.56,R=11.56"
5.588,113,0,0,,,,,,,,,,5.576,0.012,MOVING,FORWARD,ACK:FORWARD,-0.190,0.000,0.000,16.580,16.580,"TEL:H=-0.19,E=0.00,C=0.00,L=16.58,R=16.58"
5.624,114,0,0,,,,,,,,,,5.576,0.048,MOVING,FORWARD,ACK:FORWARD,-0.190,0.000,0.000,16.580,16.580,"TEL:H=-0.19,E=0.00,C=0.00,L=16.58,R=16.58"
5.656,115,0,0,,,,,,,,,,5.576,0.080,MOVING,FORWARD,ACK:FORWARD,-0.190,0.000,0.000,16.580,16.580,"TEL:H=-0.19,E=0.00,C=0.00,L=16.58,R=16.58"
5.688,116,0,0,,,,,,,,,,5.576,0.112,MOVING,FORWARD,ACK:FORWARD,-0.190,0.000,0.000,16.580,16.580,"TEL:H=-0.19,E=0.00,C=0.00,L=16.58,R=16.58"
5.724,117,0,0,,,,,,,,,,5.576,0.148,MOVING,FORWARD,ACK:FORWARD,-0.190,0.000,0.000,16.580,16.580,"TEL:H=-0.19,E=0.00,C=0.00,L=16.58,R=16.58"
5.756,118,0,0,,,,,,,,,,5.576,0.180,MOVING,FORWARD,ACK:FORWARD,-0.190,0.000,0.000,16.580,16.580,"TEL:H=-0.19,E=0.00,C=0.00,L=16.58,R=16.58"
5.792,119,0,0,,,,,,,,,,5.778,0.014,MOVING,FORWARD,ACK:FORWARD,-0.200,0.000,0.000,21.590,21.590,"TEL:H=-0.20,E=0.00,C=0.00,L=21.59,R=21.59"
5.824,120,0,0,,,,,,,,,,5.778,0.046,MOVING,FORWARD,ACK:FORWARD,-0.200,0.000,0.000,21.590,21.590,"TEL:H=-0.20,E=0.00,C=0.00,L=21.59,R=21.59"
5.856,121,0,0,,,,,,,,,,5.778,0.078,MOVING,FORWARD,ACK:FORWARD,-0.200,0.000,0.000,21.590,21.590,"TEL:H=-0.20,E=0.00,C=0.00,L=21.59,R=21.59"
5.892,122,0,0,,,,,,,,,,5.778,0.114,MOVING,FORWARD,ACK:FORWARD,-0.200,0.000,0.000,21.590,21.590,"TEL:H=-0.20,E=0.00,C=0.00,L=21.59,R=21.59"
5.924,123,0,0,,,,,,,,,,5.778,0.146,MOVING,FORWARD,ACK:FORWARD,-0.200,0.000,0.000,21.590,21.590,"TEL:H=-0.20,E=0.00,C=0.00,L=21.59,R=21.59"
5.960,124,0,0,,,,,,,,,,5.778,0.182,MOVING,FORWARD,ACK:FORWARD,-0.200,0.000,0.000,21.590,21.590,"TEL:H=-0.20,E=0.00,C=0.00,L=21.59,R=21.59"
5.992,125,0,0,,,,,,,,,,5.980,0.012,MOVING,FORWARD,ACK:FORWARD,-0.020,0.000,0.000,25.000,25.000,"TEL:H=-0.02,E=0.00,C=0.00,L=25.00,R=25.00"
6.024,126,0,0,,,,,,,,,,5.980,0.044,MOVING,FORWARD,ACK:FORWARD,-0.020,0.000,0.000,25.000,25.000,"TEL:H=-0.02,E=0.00,C=0.00,L=25.00,R=25.00"
6.060,127,0,0,,,,,,,,,,5.980,0.080,MOVING,FORWARD,ACK:FORWARD,-0.020,0.000,0.000,25.000,25.000,"TEL:H=-0.02,E=0.00,C=0.00,L=25.00,R=25.00"
6.092,128,0,0,,,,,,,,,,5.980,0.112,MOVING,FORWARD,ACK:FORWARD,-0.020,0.000,0.000,25.000,25.000,"TEL:H=-0.02,E=0.00,C=0.00,L=25.00,R=25.00"
6.128,129,0,0,,,,,,,,,,5.980,0.148,MOVING,FORWARD,ACK:FORWARD,-0.020,0.000,0.000,25.000,25.000,"TEL:H=-0.02,E=0.00,C=0.00,L=25.00,R=25.00"
6.160,130,0,0,,,,,,,,,,5.980,0.180,MOVING,FORWARD,ACK:FORWARD,-0.020,0.000,0.000,25.000,25.000,"TEL:H=-0.02,E=0.00,C=0.00,L=25.00,R=25.00"
6.192,131,0,0,,,,,,,,,,6.181,0.011,MOVING,FORWARD,ACK:FORWARD,-0.060,0.000,0.000,25.000,25.000,"TEL:H=-0.06,E=0.00,C=0.00,L=25.00,R=25.00"
6.228,132,0,0,,,,,,,,,,6.181,0.047,MOVING,FORWARD,ACK:FORWARD,-0.060,0.000,0.000,25.000,25.000,"TEL:H=-0.06,E=0.00,C=0.00,L=25.00,R=25.00"
6.260,133,0,0,,,,,,,,,,6.181,0.079,MOVING,FORWARD,ACK:FORWARD,-0.060,0.000,0.000,25.000,25.000,"TEL:H=-0.06,E=0.00,C=0.00,L=25.00,R=25.00"
6.292,134,0,0,,,,,,,,,,6.181,0.111,MOVING,FORWARD,ACK:FORWARD,-0.060,0.000,0.000,25.000,25.000,"TEL:H=-0.06,E=0.00,C=0.00,L=25.00,R=25.00"
6.328,135,0,0,,,,,,,,,,6.181,0.147,MOVING,FORWARD,ACK:FORWARD,-0.060,0.000,0.000,25.000,25.000,"TEL:H=-0.06,E=0.00,C=0.00,L=25.00,R=25.00"
6.360,136,0,0,,,,,,,,,,6.181,0.179,MOVING,FORWARD,ACK:FORWARD,-0.060,0.000,0.000,25.000,25.000,"TEL:H=-0.06,E=0.00,C=0.00,L=25.00,R=25.00"
6.396,137,0,0,,,,,,,,,,6.382,0.014,MOVING,FORWARD,ACK:FORWARD,0.080,0.000,0.000,25.000,25.000,"TEL:H=0.08,E=0.00,C=0.00,L=25.00,R=25.00"
6.428,138,0,0,,,,,,,,,,6.382,0.046,MOVING,FORWARD,ACK:FORWARD,0.080,0.000,0.000,25.000,25.000,"TEL:H=0.08,E=0.00,C=0.00,L=25.00,R=25.00"
6.460,139,0,0,,,,,,,,,,6.382,0.078,MOVING,FORWARD,ACK:FORWARD,0.080,0.000,0.000,25.000,25.000,"TEL:H=0.08,E=0.00,C=0.00,L=25.00,R=25.00"
6.496,140,0,0,,,,,,,,,,6.382,0.114,MOVING,FORWARD,ACK:FORWARD,0.080,0.000,0.000,25.000,25.000,"TEL:H=0.08,E=0.00,C=0.00,L=25.00,R=25.00"
6.528,141,0,0,,,,,,,,,,6.382,0.146,MOVING,FORWARD,ACK:FORWARD,0.080,0.000,0.000,25.000,25.000,"TEL:H=0.08,E=0.00,C=0.00,L=25.00,R=25.00"
6.564,142,0,0,,,,,,,,,,6.382,0.182,MOVING,FORWARD,ACK:FORWARD,0.080,0.000,0.000,25.000,25.000,"TEL:H=0.08,E=0.00,C=0.00,L=25.00,R=25.00"
6.596,143,0,0,,,,,,,,,,6.585,0.012,MOVING,FORWARD,ACK:FORWARD,0.060,0.000,0.000,25.000,25.000,"TEL:H=0.06,E=0.00,C=0.00,L=25.00,R=25.00"
6.628,144,0,0,,,,,,,,,,6.585,0.044,MOVING,FORWARD,ACK:FORWARD,0.060,0.000,0.000,25.000,25.000,"TEL:H=0.06,E=0.00,C=0.00,L=25.00,R=25.00"
6.664,145,0,0,,,,,,,,,,6.585,0.080,MOVING,FORWARD,ACK:FORWARD,0.060,0.000,0.000,25.000,25.000,"TEL:H=0.06,E=0.00,C=0.00,L=25.00,R=25.00"
6.696,146,0,0,,,,,,,,,,6.585,0.112,MOVING,FORWARD,ACK:FORWARD,0.060,0.000,0.000,25.000,25.000,"TEL:H=0.06,E=0.00,C=0.00,L=25.00,R=25.00"
