time_s,frame_index,tag_detected,tag_count,tag_id,lateral_offset_cm,lateral_offset_px,lateral_offset_norm,yaw_error_deg,raw_yaw_image_deg,center_x_px,center_y_px,tag_width_px,mega_time_s,mega_age_s,motion_state,last_command,mega_event,mega_heading_error_deg,mega_control_error_deg,mega_correction_rpm,mega_left_rpm,mega_right_rpm,mega_last_line
3.698,18,0,0,,,,,,,,,,2.353,1.344,STOPPED,,EVT:READY,,,,,,EVT:READY
3.766,19,0,0,,,,,,,,,,2.353,1.412,STOPPED,,EVT:READY,,,,,,EVT:READY
3.834,20,0,0,,,,,,,,,,2.353,1.481,STOPPED,,EVT:READY,,,,,,EVT:READY
3.902,21,0,0,,,,,,,,,,2.353,1.548,STOPPED,,EVT:READY,,,,,,EVT:READY
4.034,22,0,0,,,,,,,,,,2.353,1.680,STOPPED,,EVT:READY,,,,,,EVT:READY
4.102,23,0,0,,,,,,,,,,2.353,1.748,STOPPED,,EVT:READY,,,,,,EVT:READY
4.169,24,0,0,,,,,,,,,,2.353,1.816,STOPPED,,EVT:READY,,,,,,EVT:READY
4.233,25,0,0,,,,,,,,,,2.353,1.880,STOPPED,,EVT:READY,,,,,,EVT:READY
4.369,26,0,0,,,,,,,,,,2.353,2.016,STOPPED,,EVT:READY,,,,,,EVT:READY
4.438,27,0,0,,,,,,,,,,2.353,2.085,STOPPED,,EVT:READY,,,,,,EVT:READY
4.506,28,0,0,,,,,,,,,,2.353,2.153,STOPPED,,EVT:READY,,,,,,EVT:READY
4.638,29,0,0,,,,,,,,,,2.353,2.284,STOPPED,,EVT:READY,,,,,,EVT:READY
4.706,30,0,0,,,,,,,,,,2.353,2.353,STOPPED,,EVT:READY,,,,,,EVT:READY
4.774,31,0,0,,,,,,,,,,2.353,2.420,STOPPED,,EVT:READY,,,,,,EVT:READY
4.842,32,0,0,,,,,,,,,,2.353,2.489,STOPPED,,EVT:READY,,,,,,EVT:READY
4.906,33,0,0,,,,,,,,,,2.353,2.552,STOPPED,,EVT:READY,,,,,,EVT:READY
5.042,34,0,0,,,,,,,,,,2.353,2.688,STOPPED,,EVT:READY,,,,,,EVT:READY
5.110,35,0,0,,,,,,,,,,2.353,2.757,STOPPED,,EVT:READY,,,,,,EVT:READY
5.174,36,0,0,,,,,,,,,,2.353,2.821,STOPPED,,EVT:READY,,,,,,EVT:READY
5.242,37,0,0,,,,,,,,,,2.353,2.889,STOPPED,,EVT:READY,,,,,,EVT:READY
5.310,38,0,0,,,,,,,,,,2.353,2.957,STOPPED,,EVT:READY,,,,,,EVT:READY
5.378,39,0,0,,,,,,,,,,2.353,3.025,STOPPED,,EVT:READY,,,,,,EVT:READY
5.446,40,0,0,,,,,,,,,,2.353,3.093,STOPPED,,EVT:READY,,,,,,EVT:READY
5.578,41,0,0,,,,,,,,,,2.353,3.225,STOPPED,,EVT:READY,,,,,,EVT:READY
5.714,42,0,0,,,,,,,,,,2.353,3.361,STOPPED,,EVT:READY,,,,,,EVT:READY
5.778,43,0,0,,,,,,,,,,2.353,3.425,STOPPED,,EVT:READY,,,,,,EVT:READY
5.814,44,0,0,,,,,,,,,,2.353,3.461,STOPPED,,EVT:READY,,,,,,EVT:READY
5.882,45,0,0,,,,,,,,,,2.353,3.529,STOPPED,,EVT:READY,,,,,,EVT:READY
5.946,46,0,0,,,,,,,,,,2.353,3.593,STOPPED,,EVT:READY,,,,,,EVT:READY
6.014,47,0,0,,,,,,,,,,2.353,3.661,STOPPED,,EVT:READY,,,,,,EVT:READY
6.082,48,0,0,,,,,,,,,,2.353,3.729,STOPPED,,EVT:READY,,,,,,EVT:READY
6.150,49,0,0,,,,,,,,,,2.353,3.797,STOPPED,,EVT:READY,,,,,,EVT:READY
6.218,50,0,0,,,,,,,,,,2.353,3.865,STOPPED,,EVT:READY,,,,,,EVT:READY
6.282,51,0,0,,,,,,,,,,2.353,3.929,STOPPED,,EVT:READY,,,,,,EVT:READY
6.350,52,0,0,,,,,,,,,,2.353,3.997,STOPPED,,EVT:READY,,,,,,EVT:READY
6.418,53,0,0,,,,,,,,,,2.353,4.065,STOPPED,,EVT:READY,,,,,,EVT:READY
6.550,54,0,0,,,,,,,,,,2.353,4.197,STOPPED,,EVT:READY,,,,,,EVT:READY
6.586,55,0,0,,,,,,,,,,2.353,4.233,STOPPED,,EVT:READY,,,,,,EVT:READY
6.654,56,0,0,,,,,,,,,,2.353,4.301,STOPPED,,EVT:READY,,,,,,EVT:READY
6.718,57,0,0,,,,,,,,,,2.353,4.365,STOPPED,,EVT:READY,,,,,,EVT:READY
6.786,58,0,0,,,,,,,,,,2.353,4.433,STOPPED,,EVT:READY,,,,,,EVT:READY
6.854,59,0,0,,,,,,,,,,2.353,4.501,STOPPED,,EVT:READY,,,,,,EVT:READY
6.922,60,0,0,,,,,,,,,,2.353,4.569,STOPPED,,EVT:READY,,,,,,EVT:READY
6.990,61,0,0,,,,,,,,,,2.353,4.637,STOPPED,,EVT:READY,,,,,,EVT:READY
7.054,62,0,0,,,,,,,,,,2.353,4.701,STOPPED,,EVT:READY,,,,,,EVT:READY
7.122,63,0,0,,,,,,,,,,2.353,4.769,STOPPED,,EVT:READY,,,,,,EVT:READY
7.190,64,0,0,,,,,,,,,,2.353,4.837,STOPPED,,EVT:READY,,,,,,EVT:READY
7.258,65,0,0,,,,,,,,,,2.353,4.905,STOPPED,,EVT:READY,,,,,,EVT:READY
7.326,66,0,0,,,,,,,,,,2.353,4.973,STOPPED,,EVT:READY,,,,,,EVT:READY
7.390,67,0,0,,,,,,,,,,2.353,5.037,STOPPED,,EVT:READY,,,,,,EVT:READY
7.458,68,0,0,,,,,,,,,,2.353,5.105,STOPPED,,EVT:READY,,,,,,EVT:READY
7.526,69,0,0,,,,,,,,,,2.353,5.173,STOPPED,,EVT:READY,,,,,,EVT:READY
7.594,70,0,0,,,,,,,,,,2.353,5.241,STOPPED,,EVT:READY,,,,,,EVT:READY
7.658,71,0,0,,,,,,,,,,2.353,5.305,STOPPED,,EVT:READY,,,,,,EVT:READY
7.726,72,0,0,,,,,,,,,,2.353,5.373,STOPPED,,EVT:READY,,,,,,EVT:READY
7.794,73,0,0,,,,,,,,,,2.353,5.441,STOPPED,,EVT:READY,,,,,,EVT:READY
7.862,74,0,0,,,,,,,,,,2.353,5.509,STOPPED,,EVT:READY,,,,,,EVT:READY
7.930,75,0,0,,,,,,,,,,2.353,5.577,STOPPED,,EVT:READY,,,,,,EVT:READY
7.998,76,0,0,,,,,,,,,,2.353,5.645,STOPPED,,EVT:READY,,,,,,EVT:READY
8.062,77,0,0,,,,,,,,,,2.353,5.709,STOPPED,,EVT:READY,,,,,,EVT:READY
8.198,78,0,0,,,,,,,,,,2.353,5.845,STOPPED,,EVT:READY,,,,,,EVT:READY
8.262,79,0,0,,,,,,,,,,2.353,5.909,STOPPED,,EVT:READY,,,,,,EVT:READY
8.300,80,0,0,,,,,,,,,,2.353,5.947,STOPPED,,EVT:READY,,,,,,EVT:READY
8.430,81,0,0,,,,,,,,,,2.353,6.077,STOPPED,,EVT:READY,,,,,,EVT:READY
8.498,82,0,0,,,,,,,,,,2.353,6.145,STOPPED,,EVT:READY,,,,,,EVT:READY
8.566,83,0,0,,,,,,,,,,2.353,6.213,STOPPED,,EVT:READY,,,,,,EVT:READY
8.634,84,0,0,,,,,,,,,,2.353,6.281,STOPPED,,EVT:READY,,,,,,EVT:READY
8.766,85,0,0,,,,,,,,,,2.353,6.413,STOPPED,,EVT:READY,,,,,,EVT:READY
8.902,86,0,0,,,,,,,,,,2.353,6.549,STOPPED,,EVT:READY,,,,,,EVT:READY
8.970,87,0,0,,,,,,,,,,2.353,6.617,STOPPED,,EVT:READY,,,,,,EVT:READY
9.038,88,0,0,,,,,,,,,,2.353,6.685,STOPPED,,EVT:READY,,,,,,EVT:READY
9.102,89,0,0,,,,,,,,,,2.353,6.749,STOPPED,,EVT:READY,,,,,,EVT:READY
9.170,90,0,0,,,,,,,,,,2.353,6.817,STOPPED,,EVT:READY,,,,,,EVT:READY
9.238,91,0,0,,,,,,,,,,2.353,6.885,STOPPED,,EVT:READY,,,,,,EVT:READY
9.306,92,0,0,,,,,,,,,,2.353,6.953,STOPPED,,EVT:READY,,,,,,EVT:READY
9.370,93,0,0,,,,,,,,,,2.353,7.017,STOPPED,,EVT:READY,,,,,,EVT:READY
9.438,94,0,0,,,,,,,,,,2.353,7.085,STOPPED,,EVT:READY,,,,,,EVT:READY
9.506,95,0,0,,,,,,,,,,2.353,7.153,STOPPED,,EVT:READY,,,,,,EVT:READY
9.574,96,0,0,,,,,,,,,,2.353,7.221,STOPPED,,EVT:READY,,,,,,EVT:READY
9.642,97,0,0,,,,,,,,,,2.353,7.289,STOPPED,,EVT:READY,,,,,,EVT:READY
9.706,98,0,0,,,,,,,,,,2.353,7.353,STOPPED,,EVT:READY,,,,,,EVT:READY
9.774,99,0,0,,,,,,,,,,2.353,7.421,STOPPED,,EVT:READY,,,,,,EVT:READY
9.842,100,0,0,,,,,,,,,,2.353,7.489,STOPPED,,EVT:READY,,,,,,EVT:READY
9.910,101,0,0,,,,,,,,,,2.353,7.557,STOPPED,,EVT:READY,,,,,,EVT:READY
9.974,102,0,0,,,,,,,,,,2.353,7.621,STOPPED,,EVT:READY,,,,,,EVT:READY
10.010,103,0,0,,,,,,,,,,2.353,7.657,STOPPED,,EVT:READY,,,,,,EVT:READY
10.078,104,0,0,,,,,,,,,,2.353,7.725,STOPPED,,EVT:READY,,,,,,EVT:READY
10.142,105,0,0,,,,,,,,,,2.353,7.789,STOPPED,,EVT:READY,,,,,,EVT:READY
10.210,106,0,0,,,,,,,,,,2.353,7.857,STOPPED,,EVT:READY,,,,,,EVT:READY
10.278,107,0,0,,,,,,,,,,2.353,7.925,STOPPED,,EVT:READY,,,,,,EVT:READY
10.346,108,0,0,,,,,,,,,,2.353,7.993,STOPPED,,EVT:READY,,,,,,EVT:READY
10.414,109,0,0,,,,,,,,,,2.353,8.061,STOPPED,,EVT:READY,,,,,,EVT:READY
10.478,110,0,0,,,,,,,,,,2.353,8.125,STOPPED,,EVT:READY,,,,,,EVT:READY
10.546,111,0,0,,,,,,,,,,2.353,8.193,STOPPED,,EVT:READY,,,,,,EVT:READY
10.614,112,0,0,,,,,,,,,,2.353,8.261,STOPPED,,EVT:READY,,,,,,EVT:READY
10.750,113,0,0,,,,,,,,,,2.353,8.397,STOPPED,,EVT:READY,,,,,,EVT:READY
10.950,114,0,0,,,,,,,,,,2.353,8.597,STOPPED,,EVT:READY,,,,,,EVT:READY
11.018,115,0,0,,,,,,,,,,2.353,8.665,STOPPED,,EVT:READY,,,,,,EVT:READY
11.287,116,0,0,,,,,,,,,,2.353,8.934,STOPPED,,EVT:READY,,,,,,EVT:READY
11.355,117,0,0,,,,,,,,,,2.353,9.002,STOPPED,,EVT:READY,,,,,,EVT:READY
11.418,118,0,0,,,,,,,,,,2.353,9.065,STOPPED,,EVT:READY,,,,,,EVT:READY
11.486,119,0,0,,,,,,,,,,2.353,9.133,STOPPED,,EVT:READY,,,,,,EVT:READY
11.622,120,0,0,,,,,,,,,,2.353,9.269,STOPPED,,EVT:READY,,,,,,EVT:READY
11.686,121,0,0,,,,,,,,,,2.353,9.333,STOPPED,,EVT:READY,,,,,,EVT:READY
11.723,122,0,0,,,,,,,,,,2.353,9.369,STOPPED,,EVT:READY,,,,,,EVT:READY
11.790,123,0,0,,,,,,,,,,2.353,9.437,STOPPED,,EVT:READY,,,,,,EVT:READY
11.854,124,0,0,,,,,,,,,,2.353,9.501,STOPPED,,EVT:READY,,,,,,EVT:READY
11.922,125,0,0,,,,,,,,,,2.353,9.569,STOPPED,,EVT:READY,,,,,,EVT:READY
11.990,126,0,0,,,,,,,,,,2.353,9.637,STOPPED,,EVT:READY,,,,,,EVT:READY
12.126,127,0,0,,,,,,,,,,2.353,9.773,STOPPED,,EVT:READY,,,,,,EVT:READY
12.463,128,0,0,,,,,,,,,,2.353,10.110,STOPPED,,EVT:READY,,,,,,EVT:READY
12.527,129,0,0,,,,,,,,,,2.353,10.174,STOPPED,,EVT:READY,,,,,,EVT:READY
12.662,130,0,0,,,,,,,,,,2.353,10.309,STOPPED,,EVT:READY,,,,,,EVT:READY
12.731,131,0,0,,,,,,,,,,2.353,10.378,STOPPED,,EVT:READY,,,,,,EVT:READY
12.794,132,0,0,,,,,,,,,,2.353,10.441,STOPPED,,EVT:READY,,,,,,EVT:READY
12.862,133,0,0,,,,,,,,,,2.353,10.509,STOPPED,,EVT:READY,,,,,,EVT:READY
12.930,134,0,0,,,,,,,,,,2.353,10.577,STOPPED,,EVT:READY,,,,,,EVT:READY
12.998,135,1,1,2,0.790,83.207,0.26002,-87.773,-87.773,403.207,346.934,210.755,2.353,10.645,STOPPED,,EVT:READY,,,,,,EVT:READY
13.069,136,1,1,2,0.792,82.686,0.25839,-87.606,-87.606,402.686,322.340,208.852,2.353,10.716,STOPPED,,EVT:READY,,,,,,EVT:READY
13.130,137,1,1,2,0.808,83.609,0.26128,-87.411,-87.411,403.609,289.682,206.942,2.353,10.777,STOPPED,,EVT:READY,,,,,,EVT:READY
13.266,138,1,1,2,0.793,80.896,0.25280,-87.047,-87.047,400.896,204.563,203.950,2.353,10.913,STOPPED,,EVT:READY,,,,,,EVT:READY
13.335,139,1,1,2,0.757,77.131,0.24103,-87.182,-87.182,397.131,155.811,203.827,2.353,10.982,STOPPED,,EVT:READY,,,,,,EVT:READY
13.398,140,0,0,,,,,,,,,,2.353,11.045,STOPPED,,EVT:READY,,,,,,EVT:READY
13.434,141,0,0,,,,,,,,,,2.353,11.081,STOPPED,,EVT:READY,,,,,,EVT:READY
13.502,142,0,0,,,,,,,,,,2.353,11.149,STOPPED,,EVT:READY,,,,,,EVT:READY
13.566,143,0,0,,,,,,,,,,2.353,11.213,STOPPED,,EVT:READY,,,,,,EVT:READY
13.634,144,0,0,,,,,,,,,,2.353,11.281,STOPPED,,EVT:READY,,,,,,EVT:READY
13.702,145,0,0,,,,,,,,,,2.353,11.349,STOPPED,,EVT:READY,,,,,,EVT:READY
13.770,146,0,0,,,,,,,,,,2.353,11.417,STOPPED,,EVT:READY,,,,,,EVT:READY
13.838,147,0,0,,,,,,,,,,2.353,11.485,STOPPED,,EVT:READY,,,,,,EVT:READY
13.904,148,0,0,,,,,,,,,,2.353,11.551,STOPPED,,EVT:READY,,,,,,EVT:READY
13.970,149,0,0,,,,,,,,,,2.353,11.617,STOPPED,,EVT:READY,,,,,,EVT:READY
14.039,150,0,0,,,,,,,,,,2.353,11.685,STOPPED,,EVT:READY,,,,,,EVT:READY
14.106,151,0,0,,,,,,,,,,2.353,11.753,STOPPED,,EVT:READY,,,,,,EVT:READY
14.174,152,0,0,,,,,,,,,,2.353,11.821,STOPPED,,EVT:READY,,,,,,EVT:READY
14.238,153,0,0,,,,,,,,,,2.353,11.885,STOPPED,,EVT:READY,,,,,,EVT:READY
14.374,154,0,0,,,,,,,,,,2.353,12.021,STOPPED,,EVT:READY,,,,,,EVT:READY
14.443,155,0,0,,,,,,,,,,2.353,12.090,STOPPED,,EVT:READY,,,,,,EVT:READY
14.506,156,0,0,,,,,,,,,,2.353,12.153,STOPPED,,EVT:READY,,,,,,EVT:READY
14.574,157,0,0,,,,,,,,,,2.353,12.221,STOPPED,,EVT:READY,,,,,,EVT:READY
14.642,158,0,0,,,,,,,,,,2.353,12.289,STOPPED,,EVT:READY,,,,,,EVT:READY
14.710,159,0,0,,,,,,,,,,2.353,12.357,STOPPED,,EVT:READY,,,,,,EVT:READY
14.779,160,0,0,,,,,,,,,,2.353,12.426,STOPPED,,EVT:READY,,,,,,EVT:READY
14.842,161,0,0,,,,,,,,,,2.353,12.489,STOPPED,,EVT:READY,,,,,,EVT:READY
15.047,162,0,0,,,,,,,,,,2.353,12.694,STOPPED,,EVT:READY,,,,,,EVT:READY
15.147,163,0,0,,,,,,,,,,2.353,12.794,STOPPED,,EVT:READY,,,,,,EVT:READY
15.214,164,0,0,,,,,,,,,,2.353,12.861,STOPPED,,EVT:READY,,,,,,EVT:READY
15.278,165,0,0,,,,,,,,,,2.353,12.925,STOPPED,,EVT:READY,,,,,,EVT:READY
15.346,166,0,0,,,,,,,,,,2.353,12.993,STOPPED,,EVT:READY,,,,,,EVT:READY
15.415,167,0,0,,,,,,,,,,2.353,13.062,STOPPED,,EVT:READY,,,,,,EVT:READY
15.483,168,0,0,,,,,,,,,,2.353,13.130,STOPPED,,EVT:READY,,,,,,EVT:READY
15.551,169,0,0,,,,,,,,,,2.353,13.197,STOPPED,,EVT:READY,,,,,,EVT:READY
15.615,170,0,0,,,,,,,,,,2.353,13.261,STOPPED,,EVT:READY,,,,,,EVT:READY
15.683,171,0,0,,,,,,,,,,2.353,13.329,STOPPED,,EVT:READY,,,,,,EVT:READY
15.750,172,0,0,,,,,,,,,,2.353,13.397,STOPPED,,EVT:READY,,,,,,EVT:READY
15.818,173,0,0,,,,,,,,,,2.353,13.465,STOPPED,,EVT:READY,,,,,,EVT:READY
16.019,174,0,0,,,,,,,,,,2.353,13.666,STOPPED,,EVT:READY,,,,,,EVT:READY
16.087,175,0,0,,,,,,,,,,2.353,13.734,STOPPED,,EVT:READY,,,,,,EVT:READY
16.158,176,0,0,,,,,,,,,,2.353,13.805,STOPPED,,EVT:READY,,,,,,EVT:READY
16.219,177,0,0,,,,,,,,,,2.353,13.866,STOPPED,,EVT:READY,,,,,,EVT:READY
16.288,178,0,0,,,,,,,,,,2.353,13.935,STOPPED,,EVT:READY,,,,,,EVT:READY
16.423,179,0,0,,,,,,,,,,2.353,14.069,STOPPED,,EVT:READY,,,,,,EVT:READY
16.491,180,0,0,,,,,,,,,,2.353,14.138,STOPPED,,EVT:READY,,,,,,EVT:READY
16.557,181,0,0,,,,,,,,,,2.353,14.204,STOPPED,,EVT:READY,,,,,,EVT:READY
16.623,182,0,0,,,,,,,,,,2.353,14.270,STOPPED,,EVT:READY,,,,,,EVT:READY
16.691,183,0,0,,,,,,,,,,2.353,14.338,STOPPED,,EVT:READY,,,,,,EVT:READY
16.759,184,0,0,,,,,,,,,,2.353,14.406,STOPPED,,EVT:READY,,,,,,EVT:READY
16.823,185,0,0,,,,,,,,,,2.353,14.470,STOPPED,,EVT:READY,,,,,,EVT:READY
16.859,186,0,0,,,,,,,,,,2.353,14.506,STOPPED,,EVT:READY,,,,,,EVT:READY
16.929,187,0,0,,,,,,,,,,2.353,14.576,STOPPED,,EVT:READY,,,,,,EVT:READY
17.059,188,0,0,,,,,,,,,,2.353,14.706,STOPPED,,EVT:READY,,,,,,EVT:READY
17.127,189,1,1,2,0.719,78.622,0.24569,-89.026,-89.026,398.622,112.430,218.604,2.353,14.774,STOPPED,,EVT:READY,,,,,,EVT:READY
17.195,190,1,1,2,0.733,80.182,0.25057,-89.192,-89.192,400.182,139.964,218.772,2.353,14.842,STOPPED,,EVT:READY,,,,,,EVT:READY
17.395,191,1,1,2,0.745,79.989,0.24997,-88.817,-88.817,399.989,183.471,214.788,2.353,15.042,STOPPED,,EVT:READY,,,,,,EVT:READY
17.531,192,1,1,2,0.718,76.809,0.24003,-88.778,-88.778,396.809,172.760,213.863,2.353,15.178,STOPPED,,EVT:READY,,,,,,EVT:READY
17.599,193,0,0,,,,,,,,,,2.353,15.246,STOPPED,,EVT:READY,,,,,,EVT:READY
17.663,194,0,0,,,,,,,,,,2.353,15.310,STOPPED,,EVT:READY,,,,,,EVT:READY
17.734,195,1,1,2,0.662,71.174,0.22242,-88.927,-88.927,391.174,164.850,215.066,2.353,15.381,STOPPED,,EVT:READY,,,,,,EVT:READY
17.799,196,1,1,2,0.660,70.885,0.22152,-88.976,-88.976,390.885,165.074,214.840,2.353,15.446,STOPPED,,EVT:READY,,,,,,EVT:READY
17.867,197,1,1,2,0.653,70.189,0.21934,-88.944,-88.944,390.189,164.739,215.000,2.353,15.514,STOPPED,,EVT:READY,,,,,,EVT:READY
17.934,198,0,0,,,,,,,,,,2.353,15.581,STOPPED,,EVT:READY,,,,,,EVT:READY
18.135,199,1,1,2,0.569,60.898,0.19031,-88.627,-88.627,380.898,157.659,214.176,2.353,15.782,STOPPED,,EVT:READY,,,,,,EVT:READY
18.203,200,1,1,2,0.549,58.902,0.18407,-88.704,-88.704,378.902,154.850,214.420,2.353,15.850,STOPPED,,EVT:READY,,,,,,EVT:READY
18.270,201,1,1,2,0.545,58.570,0.18303,-88.710,-88.710,378.570,154.020,214.874,2.353,15.917,STOPPED,,EVT:READY,,,,,,EVT:READY
18.403,202,1,1,2,0.532,57.148,0.17859,-88.714,-88.714,377.148,155.069,214.754,2.353,16.050,STOPPED,,EVT:READY,,,,,,EVT:READY
18.471,203,1,1,2,0.515,55.326,0.17289,-88.605,-88.605,375.326,154.288,214.689,2.353,16.118,STOPPED,,EVT:READY,,,,,,EVT:READY
18.535,204,1,1,2,0.491,52.676,0.16461,-88.580,-88.580,372.676,153.511,214.577,2.353,16.182,STOPPED,,EVT:READY,,,,,,EVT:READY
18.572,205,0,0,,,,,,,,,,2.353,16.219,STOPPED,,EVT:READY,,,,,,EVT:READY
18.642,206,0,0,,,,,,,,,,2.353,16.289,STOPPED,,EVT:READY,,,,,,EVT:READY
18.706,207,1,1,2,0.432,46.301,0.14469,-88.507,-88.507,366.301,149.802,214.353,2.353,16.353,STOPPED,,EVT:READY,,,,,,EVT:READY
18.771,208,1,1,2,0.410,44.006,0.13752,-88.500,-88.500,364.006,148.128,214.451,2.353,16.418,STOPPED,,EVT:READY,,,,,,EVT:READY
18.975,209,1,1,2,0.349,37.432,0.11698,-88.347,-88.347,357.432,144.052,214.516,2.353,16.622,STOPPED,,EVT:READY,,,,,,EVT:READY
19.039,210,1,1,2,0.332,35.634,0.11136,-88.342,-88.342,355.634,143.885,214.665,2.353,16.686,STOPPED,,EVT:READY,,,,,,EVT:READY
19.107,211,1,1,2,0.323,34.694,0.10842,-88.374,-88.374,354.694,144.184,214.516,2.353,16.754,STOPPED,,EVT:READY,,,,,,EVT:READY
19.342,212,1,1,2,0.320,34.255,0.10705,-88.404,-88.404,354.255,144.354,214.319,2.353,16.989,STOPPED,,EVT:READY,,,,,,EVT:READY
19.474,213,1,1,2,0.318,34.131,0.10666,-88.410,-88.410,354.131,144.578,214.518,2.353,17.121,STOPPED,,EVT:READY,,,,,,EVT:READY
19.542,214,1,1,2,0.315,33.782,0.10557,-88.381,-88.381,353.782,144.592,214.408,2.353,17.189,STOPPED,,EVT:READY,,,,,,EVT:READY
19.610,215,1,1,2,0.312,33.498,0.10468,-88.360,-88.360,353.498,144.675,214.509,2.353,17.257,STOPPED,,EVT:READY,,,,,,EVT:READY
19.746,216,1,1,2,0.304,32.587,0.10184,-88.359,-88.359,352.587,144.792,214.595,2.353,17.393,STOPPED,,EVT:READY,,,,,,EVT:READY
19.946,217,1,1,2,0.281,30.207,0.09440,-88.301,-88.301,350.207,146.137,214.763,2.353,17.593,STOPPED,,EVT:READY,,,,,,EVT:READY
20.014,218,1,1,2,0.259,27.869,0.08709,-88.250,-88.250,347.869,147.959,214.871,2.353,17.661,STOPPED,,EVT:READY,,,,,,EVT:READY
20.082,219,1,1,2,0.235,25.282,0.07901,-88.216,-88.216,345.282,149.994,214.826,2.353,17.729,STOPPED,,EVT:READY,,,,,,EVT:READY
20.214,220,1,1,2,0.180,19.375,0.06055,-88.156,-88.156,339.375,155.045,214.880,2.353,17.861,STOPPED,,EVT:READY,,,,,,EVT:READY
20.282,221,1,1,2,0.153,16.475,0.05148,-88.104,-88.104,336.475,158.468,215.037,2.353,17.929,STOPPED,,EVT:READY,,,,,,EVT:READY
20.350,222,1,1,2,0.114,12.299,0.03843,-88.016,-88.016,332.299,162.544,215.113,2.353,17.997,STOPPED,,EVT:READY,,,,,,EVT:READY
20.414,223,1,1,2,0.061,6.505,0.02033,-87.921,-87.921,326.505,166.970,215.002,2.353,18.061,STOPPED,,EVT:READY,,,,,,EVT:READY
20.482,224,1,1,2,0.016,1.709,0.00534,-88.050,-88.050,321.709,171.050,214.822,2.353,18.129,STOPPED,,EVT:READY,,,,,,EVT:READY
20.550,225,1,1,2,0.008,0.806,0.00252,-88.232,-88.232,320.806,173.523,214.451,2.353,18.197,STOPPED,,EVT:READY,,,,,,EVT:READY
20.618,226,1,1,2,0.016,1.717,0.00536,-88.189,-88.189,321.717,173.645,214.176,2.353,18.265,STOPPED,,EVT:READY,,,,,,EVT:READY
20.686,227,1,1,2,0.017,1.808,0.00565,-88.181,-88.181,321.808,173.178,214.174,2.353,18.333,STOPPED,,EVT:READY,,,,,,EVT:READY
20.750,228,1,1,2,0.016,1.705,0.00533,-88.177,-88.177,321.705,173.181,214.250,2.353,18.397,STOPPED,,EVT:READY,,,,,,EVT:READY
20.818,229,1,1,2,0.016,1.766,0.00552,-88.193,-88.193,321.766,173.277,214.151,2.353,18.465,STOPPED,,EVT:READY,,,,,,EVT:READY
20.886,230,1,1,2,0.018,1.913,0.00598,-88.199,-88.199,321.913,172.856,214.191,2.353,18.533,STOPPED,,EVT:READY,,,,,,EVT:READY
21.018,231,1,1,2,0.023,2.452,0.00766,-88.167,-88.167,322.452,173.019,214.196,2.353,18.665,STOPPED,,EVT:READY,,,,,,EVT:READY
21.054,232,1,1,2,0.025,2.654,0.00829,-88.192,-88.192,322.654,172.856,214.258,2.353,18.701,STOPPED,,EVT:READY,,,,,,EVT:READY
21.122,233,1,1,2,0.024,2.608,0.00815,-88.195,-88.195,322.608,172.939,214.258,2.353,18.769,STOPPED,,EVT:READY,,,,,,EVT:READY
