time_s,frame_index,tag_detected,tag_count,tag_id,lateral_offset_cm,lateral_offset_px,lateral_offset_norm,yaw_error_deg,raw_yaw_image_deg,center_x_px,center_y_px,tag_width_px,mega_time_s,mega_age_s,motion_state,last_command,mega_event,mega_heading_error_deg,mega_control_error_deg,mega_correction_rpm,mega_left_rpm,mega_right_rpm,mega_last_line
21.254,234,1,1,2,0.041,4.390,0.01372,-88.188,-88.188,324.390,173.245,214.242,2.353,18.901,STOPPED,,EVT:READY,,,,,,EVT:READY
21.322,235,1,1,2,0.048,5.191,0.01622,-88.178,-88.178,325.191,173.419,214.326,2.353,18.969,STOPPED,,EVT:READY,,,,,,EVT:READY
21.590,236,1,1,2,0.049,5.293,0.01654,-88.153,-88.153,325.293,173.606,214.249,2.353,19.237,STOPPED,,EVT:READY,,,,,,EVT:READY
21.660,237,1,1,2,0.050,5.325,0.01664,-88.158,-88.158,325.325,173.673,214.249,2.353,19.307,STOPPED,,EVT:READY,,,,,,EVT:READY
21.726,238,1,1,2,0.050,5.320,0.01662,-88.148,-88.148,325.320,173.643,214.275,2.353,19.373,STOPPED,,EVT:READY,,,,,,EVT:READY
21.994,239,1,1,2,0.050,5.357,0.01674,-88.149,-88.149,325.357,173.658,214.279,2.353,19.641,STOPPED,,EVT:READY,,,,,,EVT:READY
22.262,240,1,1,2,0.051,5.434,0.01698,-88.141,-88.141,325.434,173.711,214.268,2.353,19.909,STOPPED,,EVT:READY,,,,,,EVT:READY
22.398,241,1,1,2,0.051,5.448,0.01702,-88.139,-88.139,325.448,173.743,214.287,2.353,20.045,STOPPED,,EVT:READY,,,,,,EVT:READY
22.462,242,1,1,2,0.051,5.446,0.01702,-88.147,-88.147,325.446,173.746,214.276,2.353,20.109,STOPPED,,EVT:READY,,,,,,EVT:READY
22.598,243,1,1,2,0.051,5.463,0.01707,-88.143,-88.143,325.463,173.743,214.268,2.353,20.245,STOPPED,,EVT:READY,,,,,,EVT:READY
22.666,244,1,1,2,0.051,5.445,0.01701,-88.148,-88.148,325.445,173.734,214.282,2.353,20.313,STOPPED,,EVT:READY,,,,,,EVT:READY
22.730,245,0,0,,,,,,,,,,2.353,20.377,STOPPED,,EVT:READY,,,,,,EVT:READY
22.766,246,1,1,2,0.051,5.470,0.01709,-88.143,-88.143,325.470,173.741,214.276,2.353,20.413,STOPPED,,EVT:READY,,,,,,EVT:READY
22.834,247,1,1,2,0.051,5.480,0.01713,-88.153,-88.153,325.480,173.780,214.288,2.353,20.481,STOPPED,,EVT:READY,,,,,,EVT:READY
22.899,248,1,1,2,0.051,5.489,0.01715,-88.154,-88.154,325.489,173.737,214.302,2.353,20.546,STOPPED,,EVT:READY,,,,,,EVT:READY
23.034,249,1,1,2,0.051,5.506,0.01721,-88.161,-88.161,325.506,173.768,214.313,2.353,20.681,STOPPED,,EVT:READY,,,,,,EVT:READY
23.102,250,1,1,2,0.051,5.514,0.01723,-88.151,-88.151,325.514,173.772,214.284,2.353,20.749,STOPPED,,EVT:READY,,,,,,EVT:READY
23.170,251,1,1,2,0.051,5.490,0.01716,-88.155,-88.155,325.490,173.760,214.286,2.353,20.817,STOPPED,,EVT:READY,,,,,,EVT:READY
23.234,252,1,1,2,0.052,5.536,0.01730,-88.154,-88.154,325.536,173.763,214.312,2.353,20.881,STOPPED,,EVT:READY,,,,,,EVT:READY
23.370,253,1,1,2,0.052,5.531,0.01728,-88.152,-88.152,325.531,173.766,214.282,2.353,21.017,STOPPED,,EVT:READY,,,,,,EVT:READY
23.439,254,1,1,2,0.052,5.533,0.01729,-88.157,-88.157,325.533,173.759,214.265,2.353,21.085,STOPPED,,EVT:READY,,,,,,EVT:READY
23.507,255,1,1,2,0.052,5.530,0.01728,-88.155,-88.155,325.530,173.768,214.324,2.353,21.153,STOPPED,,EVT:READY,,,,,,EVT:READY
23.571,256,1,1,2,0.051,5.513,0.01723,-88.157,-88.157,325.513,173.779,214.312,2.353,21.218,STOPPED,,EVT:READY,,,,,,EVT:READY
23.639,257,1,1,2,0.052,5.546,0.01733,-88.150,-88.150,325.546,173.793,214.280,2.353,21.285,STOPPED,,EVT:READY,,,,,,EVT:READY
23.775,258,1,1,2,0.052,5.526,0.01727,-88.150,-88.150,325.526,173.776,214.296,2.353,21.422,STOPPED,,EVT:READY,,,,,,EVT:READY
23.839,259,1,1,2,0.052,5.521,0.01725,-88.154,-88.154,325.521,173.792,214.286,2.353,21.486,STOPPED,,EVT:READY,,,,,,EVT:READY
23.907,260,1,1,2,0.052,5.588,0.01746,-88.159,-88.159,325.588,173.798,214.312,2.353,21.554,STOPPED,,EVT:READY,,,,,,EVT:READY
23.975,261,1,1,2,0.052,5.546,0.01733,-88.139,-88.139,325.546,173.812,214.258,2.353,21.621,STOPPED,,EVT:READY,,,,,,EVT:READY
24.043,262,1,1,2,0.052,5.552,0.01735,-88.162,-88.162,325.552,173.803,214.263,2.353,21.689,STOPPED,,EVT:READY,,,,,,EVT:READY
24.175,263,1,1,2,0.052,5.600,0.01750,-88.162,-88.162,325.600,173.801,214.311,2.353,21.822,STOPPED,,EVT:READY,,,,,,EVT:READY
24.243,264,1,1,2,0.052,5.588,0.01746,-88.159,-88.159,325.588,173.777,214.310,2.353,21.890,STOPPED,,EVT:READY,,,,,,EVT:READY
24.379,265,1,1,2,0.052,5.574,0.01742,-88.169,-88.169,325.574,173.823,214.268,2.353,22.026,STOPPED,,EVT:READY,,,,,,EVT:READY
24.443,266,1,1,2,0.052,5.598,0.01749,-88.171,-88.171,325.598,173.793,214.286,2.353,22.090,STOPPED,,EVT:READY,,,,,,EVT:READY
24.479,267,1,1,2,0.052,5.625,0.01758,-88.167,-88.167,325.625,173.770,214.295,2.353,22.126,STOPPED,,EVT:READY,,,,,,EVT:READY
24.547,268,1,1,2,0.053,5.626,0.01758,-88.169,-88.169,325.626,173.759,214.318,2.353,22.194,STOPPED,,EVT:READY,,,,,,EVT:READY
24.611,269,1,1,2,0.052,5.617,0.01755,-88.164,-88.164,325.617,173.767,214.319,2.353,22.258,STOPPED,,EVT:READY,,,,,,EVT:READY
24.679,270,1,1,2,0.053,5.645,0.01764,-88.166,-88.166,325.645,173.770,214.298,2.353,22.326,STOPPED,,EVT:READY,,,,,,EVT:READY
24.815,271,1,1,2,0.052,5.624,0.01757,-88.164,-88.164,325.624,173.767,214.294,2.353,22.462,STOPPED,,EVT:READY,,,,,,EVT:READY
24.947,272,1,1,2,0.052,5.609,0.01753,-88.180,-88.180,325.609,173.788,214.278,2.353,22.594,STOPPED,,EVT:READY,,,,,,EVT:READY
25.015,273,1,1,2,0.053,5.660,0.01769,-88.165,-88.165,325.660,173.763,214.303,2.353,22.662,STOPPED,,EVT:READY,,,,,,EVT:READY
25.083,274,1,1,2,0.053,5.649,0.01765,-88.176,-88.176,325.649,173.782,214.301,2.353,22.730,STOPPED,,EVT:READY,,,,,,EVT:READY
25.283,275,1,1,2,0.053,5.646,0.01764,-88.180,-88.180,325.646,173.763,214.299,2.353,22.930,STOPPED,,EVT:READY,,,,,,EVT:READY
25.419,276,1,1,2,0.053,5.671,0.01772,-88.180,-88.180,325.671,173.751,214.326,2.353,23.066,STOPPED,,EVT:READY,,,,,,EVT:READY
25.487,277,1,1,2,0.053,5.635,0.01761,-88.175,-88.175,325.635,173.808,214.282,2.353,23.134,STOPPED,,EVT:READY,,,,,,EVT:READY
25.551,278,1,1,2,0.053,5.638,0.01762,-88.182,-88.182,325.638,173.798,214.309,2.353,23.198,STOPPED,,EVT:READY,,,,,,EVT:READY
25.687,279,1,1,2,0.053,5.664,0.01770,-88.177,-88.177,325.664,173.797,214.312,2.353,23.334,STOPPED,,EVT:READY,,,,,,EVT:READY
25.823,280,1,1,2,0.053,5.634,0.01760,-88.171,-88.171,325.634,173.819,214.259,2.353,23.470,STOPPED,,EVT:READY,,,,,,EVT:READY
26.023,281,1,1,2,0.053,5.700,0.01781,-88.172,-88.172,325.700,173.762,214.309,2.353,23.670,STOPPED,,EVT:READY,,,,,,EVT:READY
26.091,282,1,1,2,0.053,5.681,0.01775,-88.179,-88.179,325.681,173.769,214.289,2.353,23.738,STOPPED,,EVT:READY,,,,,,EVT:READY
26.155,283,1,1,2,0.053,5.712,0.01785,-88.169,-88.169,325.712,173.779,214.310,2.353,23.802,STOPPED,,EVT:READY,,,,,,EVT:READY
26.191,284,1,1,2,0.053,5.656,0.01768,-88.185,-88.185,325.656,173.793,214.268,2.353,23.838,STOPPED,,EVT:READY,,,,,,EVT:READY
26.323,285,1,1,2,0.053,5.664,0.01770,-88.179,-88.179,325.664,173.782,214.288,2.353,23.970,STOPPED,,EVT:READY,,,,,,EVT:READY
26.459,286,1,1,2,0.053,5.645,0.01764,-88.171,-88.171,325.645,173.781,214.295,2.353,24.106,STOPPED,,EVT:READY,,,,,,EVT:READY
26.595,287,1,1,2,0.053,5.661,0.01769,-88.168,-88.168,325.661,173.758,214.291,2.353,24.242,STOPPED,,EVT:READY,,,,,,EVT:READY
26.659,288,1,1,2,0.053,5.696,0.01780,-88.177,-88.177,325.696,173.764,214.314,2.353,24.306,STOPPED,,EVT:READY,,,,,,EVT:READY
26.730,289,1,1,2,0.053,5.700,0.01781,-88.172,-88.172,325.700,173.759,214.303,2.353,24.377,STOPPED,,EVT:READY,,,,,,EVT:READY
26.863,290,1,1,2,0.053,5.705,0.01783,-88.179,-88.179,325.705,173.754,214.313,2.353,24.510,STOPPED,,EVT:READY,,,,,,EVT:READY
